datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2006-12-06,dsm2,base,1004,12217.0,11774.0,2095.0,8132.72,2352.19,1915.74,436.45,3827.09,1.0,0.0,680.0,3.88,3.82,5.79,-0.09,5300.87,5300.87,711.6,16148.42,682.36,989.0,9349.2,9349.2,1324.53,3269.73,806.54,17551.77,16905.57,20123.98,772.06,778.6,12394.07,2171.06,13437.15,28133.98,18812.29,11964.25,711.03,595.88,684.01,19379.3,418.65,606.31,635.76,667.47,14617.11,361.71,164.84,1809.2,560.71,1492.7,673.15,378.76,13935.56,573.03,87.0
2006-12-07,dsm2,base,1004,12421.0,12017.0,2073.0,9165.9,2353.05,1921.53,431.52,2975.05,1.0,0.0,678.3,3.19,4.08,5.13,0.0,5172.82,5172.82,742.52,16251.16,671.83,1016.1,9201.98,9201.98,1354.15,3159.24,828.68,17752.97,17097.87,20085.98,804.46,811.1,12594.18,2097.26,13246.28,27860.12,18959.23,11923.1,741.4,613.97,676.37,19107.45,422.47,617.14,637.26,660.84,14917.29,338.95,167.38,1746.71,564.12,1434.58,679.3,390.35,14044.67,578.45,84.2
2006-12-08,dsm2,base,1004,12023.0,11661.0,2040.0,8576.4,2097.46,1759.71,337.75,3389.14,1.0,0.0,687.1,2.48,4.24,3.97,0.35,5434.17,5434.17,781.36,16450.5,675.68,1054.5,9601.37,9601.37,1401.69,3361.25,852.94,17963.29,17319.35,20361.23,838.4,846.14,13119.08,2238.29,13629.96,29612.06,19177.16,12066.92,780.51,649.32,677.7,19958.88,432.61,624.3,645.0,693.46,15665.61,355.2,166.99,1828.4,580.56,1524.85,680.22,404.1,14336.18,590.66,87.8
2006-12-09,dsm2,base,1004,13234.0,12861.0,2021.0,9245.09,1362.74,1070.19,292.55,4647.17,1.0,0.0,716.68,2.12,3.85,2.87,0.54,5579.76,5579.76,815.75,16577.6,679.18,1081.34,9705.05,9701.76,1437.62,3289.29,886.89,18139.02,17532.57,20860.2,866.71,875.47,13743.37,2258.94,13860.25,30481.77,19492.92,12390.4,815.22,680.73,681.46,20405.73,439.68,632.93,658.42,708.15,16087.85,307.35,166.8,1821.71,602.16,1525.18,686.4,410.44,14512.11,609.07,87.6
2006-12-10,dsm2,base,1004,15617.0,15207.0,2077.0,9478.78,488.8,195.54,293.26,7726.42,1.0,0.0,731.69,1.81,3.32,2.37,0.17,5002.05,5002.05,849.84,16527.56,683.57,1085.14,8612.63,8612.63,1447.15,2554.57,907.34,18133.28,17659.28,20874.28,886.32,892.51,13480.28,1965.88,12806.7,27754.69,19472.42,12096.84,849.19,707.43,685.39,18979.72,427.65,645.09,678.68,638.66,15682.1,205.2,165.98,1450.99,622.72,1299.53,710.14,421.15,14362.65,623.62,84.2
2006-12-11,dsm2,base,1004,15822.0,15359.0,2106.0,10922.85,-128.55,-435.71,307.16,7133.7,1.0,0.0,735.0,1.53,3.28,1.91,-0.14,3951.45,3951.45,868.99,16274.61,711.38,1064.91,6680.5,6680.5,1423.29,1512.94,890.49,17977.53,17642.06,20029.61,889.27,894.23,11447.53,1572.89,10685.75,24176.29,18914.61,10782.53,868.76,729.05,705.74,16575.54,398.58,657.85,696.26,526.66,14482.49,196.5,169.9,970.02,646.51,995.35,731.81,435.79,14003.33,654.14,84.2
2006-12-12,dsm2,base,1004,16750.0,16293.0,2133.0,9906.12,-1586.69,-1549.4,-37.29,10563.57,1.0,0.0,728.3,1.36,3.21,1.53,-0.1,3648.1,3648.1,877.58,16166.86,733.16,1048.14,5958.46,5958.46,1433.0,1204.77,847.12,17886.23,17538.46,19264.03,869.9,872.99,10724.66,1493.29,9907.52,23672.16,18530.85,9945.34,877.56,753.11,736.99,15807.94,380.09,663.68,715.97,505.29,13878.18,204.15,170.48,886.86,676.69,914.18,741.1,446.09,13959.54,679.71,83.8
2006-12-13,dsm2,base,1004,18215.0,17745.0,2288.0,10504.07,-1689.63,-1656.66,-32.97,11688.56,1.0,0.0,714.21,1.41,3.26,1.36,-0.17,3344.01,3344.01,857.47,15946.43,738.45,1006.46,5128.55,5128.55,1398.26,982.39,810.13,17708.43,17429.48,18662.14,833.01,834.69,10697.65,1361.3,8947.03,22888.72,18121.23,9243.77,857.51,749.98,758.26,15069.91,364.32,670.37,750.46,464.14,13492.62,195.75,171.54,793.42,694.33,850.02,738.26,455.46,13859.18,681.8,79.4
2006-12-14,dsm2,base,1004,20082.0,19440.0,2243.0,11420.07,-1119.62,-1179.24,59.62,12024.55,1.0,0.0,716.3,1.8,3.36,1.53,-0.13,3204.29,3204.29,809.25,15764.26,732.02,964.16,4639.27,4637.74,1372.93,823.54,755.03,17549.11,17258.03,18192.46,782.6,784.04,11011.46,1315.39,8355.88,22800.54,17768.94,8637.18,809.37,733.89,765.76,14590.2,352.35,671.48,779.54,458.94,13260.87,189.48,178.73,713.58,696.18,799.01,724.41,458.78,13842.93,674.18,79.4
2006-12-15,dsm2,base,1004,24151.0,23411.0,2373.0,11625.64,-550.12,-630.14,80.02,15448.48,0.33,0.0,632.13,2.16,3.64,2.16,-0.09,3185.48,3185.48,752.42,15624.9,720.77,928.34,4291.69,4291.69,1359.68,710.04,708.16,17491.48,17189.75,17855.91,735.18,737.61,11751.58,1343.43,7975.02,22663.58,17455.78,8174.29,752.47,695.49,760.52,14275.34,347.36,668.44,805.88,487.4,13045.85,182.59,175.81,652.73,678.72,752.67,723.16,452.81,13837.45,663.04,79.4
2006-12-16,dsm2,base,1004,26482.0,25747.0,2435.0,11496.42,-262.48,-206.73,-55.75,17683.06,0.0,0.0,641.3,2.67,3.55,2.71,0.09,3255.31,3255.31,711.16,15523.14,713.6,914.33,4092.29,4092.29,1367.48,599.43,697.43,17409.64,17200.79,17609.77,711.68,716.01,12556.82,1506.71,7941.61,23606.25,17119.56,7796.32,711.18,656.5,746.63,14498.21,358.18,664.08,831.44,574.64,13152.47,181.86,181.02,597.87,649.58,677.47,647.74,440.02,14001.39,639.58,79.4
2006-12-17,dsm2,base,1004,25473.0,24747.0,2431.0,11795.52,1332.42,1043.11,289.31,14776.06,0.0,0.0,603.91,3.24,3.49,3.48,-0.17,3042.89,3042.89,693.61,15279.12,648.5,912.59,3458.35,3458.35,1343.05,474.9,724.86,17283.15,17250.41,17169.31,720.52,726.39,12868.03,1543.31,7087.13,22443.82,16749.63,7127.9,692.62,632.9,687.62,13430.85,379.26,661.4,847.9,619.3,13243.73,182.12,174.53,577.95,618.42,680.0,643.78,428.4,13904.79,606.88,79.4
2006-12-18,dsm2,base,1004,23299.75,22600.0,2418.5,11781.14,2012.25,1643.64,368.61,11924.86,0.0,0.0,588.81,3.59,3.62,4.25,-0.23,2687.91,2687.91,707.4,15060.45,638.97,906.37,3066.36,3066.36,1327.93,496.67,738.79,16940.95,17217.52,16220.44,738.48,744.63,12857.42,1531.43,6404.96,21663.77,16022.19,6310.81,705.93,630.63,661.92,12649.08,403.87,658.99,850.26,624.1,13264.87,179.73,155.93,566.68,591.43,657.88,610.69,426.78,13893.43,597.09,79.4
2006-12-19,dsm2,base,1004,20704.25,20100.0,2433.18,11733.23,2085.33,1739.79,345.54,9318.87,0.0,0.0,587.5,3.91,3.61,4.76,-0.2,2464.52,2464.52,724.5,14887.14,610.31,919.51,3228.96,3228.96,1304.3,588.88,756.24,16447.53,17065.65,15523.15,757.73,762.57,13290.41,1588.78,6573.65,22108.06,15344.75,6122.24,723.7,641.17,629.24,12978.05,438.21,646.89,841.11,651.98,13352.28,180.32,144.25,607.6,587.99,681.14,592.62,420.66,13925.87,596.19,79.4
2006-12-20,dsm2,base,1004,18399.0,17835.0,2446.0,11542.2,2137.01,1795.8,341.21,7165.79,0.0,0.0,582.9,3.91,3.7,5.23,-0.24,2274.61,2274.61,740.15,14611.64,592.16,937.86,3271.71,3271.71,1272.5,652.43,784.49,15975.07,16788.68,15022.44,778.2,783.6,13469.9,1541.47,6580.89,21869.1,14839.93,6080.38,739.97,653.28,606.88,12907.65,464.44,643.93,817.97,665.82,13351.8,180.7,149.05,642.4,583.5,711.24,589.25,422.93,13899.53,597.48,79.4
2006-12-21,dsm2,base,1004,17185.0,16619.0,2445.0,10975.21,1373.49,1106.76,266.73,7281.3,0.0,0.0,581.3,3.85,3.55,5.16,-0.16,2200.32,2200.32,764.3,14353.77,587.79,959.57,3569.67,3569.67,1255.46,748.41,809.16,15479.67,16433.01,14776.37,802.7,807.73,13637.59,1488.41,6881.78,22257.68,14451.71,6243.82,763.18,668.47,602.15,13237.51,486.89,632.3,793.43,684.41,13304.75,192.03,162.71,686.56,586.69,750.3,585.54,429.58,13875.77,605.89,79.4
2006-12-22,dsm2,base,1004,17250.0,16588.0,2496.0,11523.52,1145.84,866.74,279.1,7076.64,0.0,0.0,569.2,3.68,3.38,5.12,-0.32,2101.4,2101.4,787.78,14054.74,583.59,969.1,3471.42,3471.42,1237.06,736.08,834.46,15273.34,16057.33,14528.37,824.1,829.89,13558.2,1396.46,6681.28,21202.27,14245.26,6302.99,787.07,687.6,598.34,12617.75,498.76,625.54,778.08,693.67,13168.18,185.49,160.81,671.86,595.18,749.01,584.32,438.08,13729.74,617.38,79.4
2006-12-23,dsm2,base,1004,17215.0,16570.0,2509.0,11474.67,1132.13,827.67,304.46,7117.2,0.0,0.0,559.6,3.25,3.37,4.75,-0.39,1984.28,1984.28,805.68,13776.2,578.91,963.83,3207.31,3207.31,1214.64,684.15,837.88,14975.64,15765.3,13982.47,836.02,841.18,13127.49,1297.47,6293.87,20114.23,13876.09,6058.72,804.75,706.09,597.99,11819.84,499.34,621.48,766.46,687.43,12883.23,186.8,169.06,629.33,604.46,706.36,574.08,449.97,13563.36,630.06,79.4
2006-12-24,dsm2,base,1004,17045.0,16517.0,2518.0,11935.23,1112.68,822.91,289.77,6515.09,0.0,0.0,538.31,2.73,3.38,4.02,-0.34,1924.98,1924.98,819.6,13531.68,566.84,953.81,3169.69,3169.69,1194.76,644.23,832.21,14634.79,15451.49,13553.93,840.11,843.47,12811.49,1245.49,6145.38,19897.42,13474.95,5941.5,818.94,721.65,588.97,11535.7,503.04,613.1,760.59,691.62,12691.96,187.2,174.8,601.94,613.11,682.95,564.01,461.05,13441.72,647.51,79.4
2006-12-25,dsm2,base,1004,16691.0,16180.0,2525.0,11657.77,1071.79,783.35,288.44,6486.44,0.0,0.0,537.1,2.2,3.87,3.15,-0.24,1891.81,1891.81,823.1,13301.93,552.84,942.71,3062.45,3062.45,1173.18,599.15,830.51,14395.06,15135.89,13271.57,836.81,840.18,12606.64,1210.85,5978.87,19823.91,13200.53,5910.83,823.08,730.15,577.41,11313.13,508.36,602.47,763.42,693.85,12506.62,185.2,176.5,590.97,614.44,667.5,544.58,470.26,13341.32,656.72,79.4
2006-12-26,dsm2,base,1004,15726.0,15229.0,2522.0,12004.64,1242.59,880.43,362.16,5000.77,0.0,0.0,547.1,2.06,3.78,2.35,0.35,2030.8,2030.8,822.28,13128.43,538.72,933.61,3488.62,3488.62,1161.74,668.52,822.25,14042.5,14803.0,13553.81,833.03,835.96,12702.94,1261.1,6578.57,22858.36,13143.73,6231.43,822.22,733.48,556.81,12533.46,523.97,590.9,773.98,708.16,12434.83,196.34,182.91,606.25,614.24,681.74,539.98,478.27,13318.01,663.22,79.4
2006-12-27,dsm2,base,1004,17654.0,16756.0,2542.0,11951.81,1209.69,833.68,376.01,7034.5,0.0,0.0,547.5,2.09,3.13,2.19,0.01,2215.16,2215.16,823.01,12942.66,539.36,940.22,3673.46,3673.46,1148.38,706.89,840.81,13948.25,14462.44,14321.81,828.64,832.29,13132.8,1236.92,6810.9,21997.51,13517.03,6802.82,822.91,729.99,547.04,12842.31,545.57,582.25,788.23,713.01,12152.79,198.1,185.13,716.19,613.14,762.81,548.3,483.23,13271.73,674.58,79.4
2006-12-28,dsm2,base,1004,21202.0,20349.0,2579.0,11471.72,1290.65,892.33,398.32,11018.63,0.0,0.0,542.5,2.54,3.32,2.34,-0.43,1885.55,1885.55,823.66,12663.85,547.29,919.96,2484.7,2484.7,1115.0,498.44,841.05,14070.95,14330.64,13650.64,827.71,830.75,11723.89,1063.35,5071.82,18406.96,13298.94,5703.7,823.63,725.21,555.55,10331.37,512.37,578.12,803.16,633.21,11839.54,193.58,184.63,593.23,614.39,674.66,550.51,489.69,12961.79,671.08,76.6
2006-12-29,dsm2,base,1004,27909.0,27265.0,2539.0,11282.37,1248.37,890.23,358.14,17917.26,0.0,0.0,540.0,3.14,3.53,3.15,-0.25,1920.1,1920.1,823.7,12544.47,546.54,899.3,2530.77,2530.77,1124.4,459.63,800.68,13927.3,14219.33,13462.68,817.13,818.74,11684.15,1093.07,5193.69,18597.71,13196.9,5485.06,823.66,730.94,559.71,10511.48,516.78,564.12,816.12,649.5,11673.21,187.37,182.96,547.42,618.85,647.87,545.7,494.58,12909.59,675.58,76.6
2006-12-30,dsm2,base,1004,27100.0,26533.0,2543.0,10904.79,1180.46,927.13,253.33,17557.75,0.0,0.0,533.3,3.68,3.66,4.13,-0.15,1914.94,1914.94,799.02,12452.86,542.51,883.54,2478.32,2478.32,1114.82,431.82,774.01,13714.5,14079.58,13333.83,792.64,793.72,12115.43,1144.9,5196.23,19109.67,13022.58,5341.81,799.21,729.81,553.89,10596.6,522.97,553.02,824.46,659.67,11554.06,184.46,181.52,507.61,625.49,603.95,543.1,493.62,12852.98,669.27,76.6
2006-12-31,dsm2,base,1004,23258.0,22741.0,2562.0,11724.93,1455.68,1125.93,329.75,12639.39,0.0,0.0,539.2,4.02,3.73,5.02,-0.13,1813.78,1813.78,774.03,12319.94,539.69,872.6,2468.26,2468.26,1100.45,438.77,768.8,13459.24,13918.2,13144.39,777.42,780.07,12395.69,1154.63,5146.22,19488.69,12778.09,5174.35,773.75,714.93,553.24,10688.73,526.63,545.83,829.35,655.66,11551.65,184.09,177.77,502.03,619.62,580.47,537.62,505.85,12759.88,663.36,76.6
2007-01-01,dsm2,base,1004,20300.0,19807.0,2560.0,10585.75,2180.9,1876.63,304.27,10093.35,0.0,0.0,549.6,4.28,3.84,5.61,-0.14,1703.75,1703.75,763.1,12164.41,537.56,863.93,2542.2,2542.2,1084.21,486.9,765.5,13162.97,13701.22,12932.53,773.67,776.2,12476.39,1142.65,5279.53,19688.21,12533.81,5147.5,762.5,705.35,559.44,10833.53,527.32,541.86,831.5,646.96,11620.71,186.63,138.53,513.82,615.14,588.39,544.53,513.65,12647.23,648.26,76.6
2007-01-02,dsm2,base,1004,18666.0,18167.0,2536.0,9462.24,2220.89,1992.58,228.31,9518.87,0.0,0.0,545.4,4.27,3.99,6.0,-0.07,1650.91,1650.91,756.79,12002.11,547.98,856.31,2767.06,2767.06,1060.36,564.42,762.6,12843.42,13464.16,12802.93,770.82,773.37,12559.73,1119.69,5589.97,20057.66,12346.46,5267.74,756.12,704.68,565.61,11244.19,525.16,538.42,822.54,640.14,11670.17,185.34,144.9,531.85,617.84,593.2,559.76,517.78,12530.43,641.72,76.6
