datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2009-11-01,RMA,ft,7,9504.0,1959.0,6810.0,4059.38,1.0,0.0,409.33,3.4,-0.05,9868.7,1731.98,958.31,773.67,5138.5,5138.5,433.55,12300.04,471.23,614.05,7367.83,7367.83,1104.64,2026.85,503.28,14096.51,13606.13,14244.23,460.09,472.76,13975.71,1716.59,10574.22,22463.43,13713.47,9841.52,433.41,396.5,827.32,15385.66,313.02,620.34,516.77,366.75,13062.86,445.64,157.06,1248.87,461.86,1137.96,400.28,351.61,12889.02,402.42,87.52
2009-11-02,RMA,ft,7,9533.7,1745.0,7283.0,1883.4,1.0,0.0,458.04,4.02,0.01,9948.03,3126.08,2526.63,599.45,5288.27,5288.27,441.78,12483.57,411.81,663.53,7591.71,7591.71,1177.55,2324.04,532.22,14459.67,13802.71,14493.79,479.96,495.73,13943.64,1894.77,11006.43,23896.95,14037.26,9739.87,441.54,413.62,813.96,16210.49,331.84,619.64,507.95,410.9,13158.98,489.25,154.61,1396.69,409.61,1248.81,407.83,369.25,13106.61,399.04,88.17
2009-11-03,RMA,ft,7,9507.3,1616.0,4421.0,4523.04,1.0,0.0,504.54,4.6,0.19,9840.33,3111.84,2512.28,599.56,5438.3,5438.3,453.25,12687.1,410.98,719.45,7853.3,7853.3,1253.04,2646.78,564.91,14914.94,14100.72,14897.47,506.23,524.66,14031.94,2028.43,11473.04,25179.96,14422.9,9632.2,452.33,419.84,797.07,17077.81,354.55,615.91,499.09,456.56,13293.6,551.54,155.11,1594.85,406.24,1380.84,439.4,373.52,13332.54,406.42,88.76
2009-11-04,RMA,ft,7,9585.4,1578.0,4371.0,4626.87,1.0,0.0,528.08,4.87,0.31,9898.5,3065.93,2478.63,587.3,5750.05,5750.05,473.71,12935.92,427.16,792.66,8326.06,8326.06,1346.39,3100.36,606.67,15551.55,14497.55,15517.23,542.15,563.37,14223.44,2201.3,12186.49,26682.17,14958.93,9506.28,472.04,424.19,747.14,18216.49,382.16,608.96,491.73,521.89,13476.16,660.52,156.43,1858.89,415.04,1545.27,480.91,371.61,13620.02,411.12,89.22
2009-11-05,RMA,ft,7,9373.1,1523.0,4420.0,4461.75,1.0,0.0,547.13,4.81,0.2,9691.18,2842.26,2332.43,509.83,5868.95,5868.95,498.58,13149.78,453.14,850.5,8655.63,8655.63,1423.78,3385.46,648.97,16198.28,14986.84,16198.05,580.24,603.74,14501.92,2290.63,12615.68,27475.02,15491.29,9427.65,496.3,430.42,616.68,18864.48,410.34,600.74,486.67,563.61,13698.61,727.34,159.87,2084.09,422.65,1704.43,513.68,368.74,13907.1,416.13,90.18
2009-11-06,RMA,ft,7,8794.5,1459.0,4392.0,3982.77,1.0,0.0,581.25,4.48,0.09,9152.73,2757.27,2236.96,520.31,5568.57,5568.57,521.17,13285.96,483.84,892.23,8243.56,8243.56,1453.15,3136.04,690.46,16537.53,15431.21,16574.75,613.15,638.69,14804.79,2168.03,12339.54,27183.42,15794.54,9341.49,517.95,438.33,525.59,18655.36,424.97,595.36,484.42,540.28,13911.12,662.29,166.85,1994.29,434.24,1669.22,536.55,367.02,14120.66,423.93,89.47
2009-11-07,RMA,ft,7,9809.8,1427.0,3590.0,5929.17,0.0,0.0,611.92,3.92,-0.06,10171.4,2505.43,2079.23,426.2,5316.48,5316.48,547.7,13418.51,512.84,936.74,7823.37,7823.37,1475.84,2841.04,728.04,16708.0,15755.06,16695.21,645.94,672.93,15083.96,2087.33,12053.94,26942.08,15973.14,9259.62,543.89,448.28,513.22,18445.25,434.35,588.33,484.52,548.99,14115.16,583.73,163.07,1837.16,444.18,1582.21,560.94,367.47,14296.69,433.23,88.84
2009-11-08,RMA,ft,7,9183.9,1392.0,4473.0,4612.46,0.0,0.0,608.75,3.26,-0.12,9586.31,2394.81,1892.84,501.97,4927.83,4927.83,576.34,13497.7,540.88,943.65,7127.7,7127.7,1474.73,2330.87,752.11,16643.37,15945.46,16538.71,668.72,694.9,15297.44,1971.2,11466.63,26368.89,15955.86,9129.51,572.29,462.15,527.03,17910.76,441.02,580.6,488.03,545.54,14292.32,458.15,159.45,1573.36,455.83,1447.91,590.87,370.49,14402.01,444.7,87.98
2009-11-09,RMA,ft,7,9721.8,1340.0,4447.0,5460.86,0.0,0.0,647.67,2.73,-0.14,10314.58,2258.91,1746.73,512.18,4635.76,4635.76,602.67,13600.04,568.07,944.07,6572.18,6572.18,1465.76,1912.01,769.36,16504.92,16017.32,16310.13,685.42,710.51,15451.87,1882.88,11010.25,26094.35,15890.55,9019.42,598.59,479.49,546.54,17602.34,448.54,571.75,495.12,540.88,14450.15,383.34,162.43,1326.86,465.41,1317.51,611.21,375.19,14498.21,456.04,86.78
2009-11-10,RMA,ft,7,9561.2,1320.0,4451.0,5429.61,0.0,0.0,675.33,2.45,-0.16,10150.3,2084.93,1589.7,495.23,4364.95,4364.95,624.98,13700.12,590.43,948.41,6172.87,6172.87,1455.8,1579.6,783.86,16379.48,16029.26,16159.08,699.83,724.16,15551.27,1804.47,10564.67,25845.17,15822.23,8946.28,620.99,498.98,568.76,17301.54,456.45,563.43,505.47,535.19,14599.45,334.64,162.39,1143.34,477.31,1228.24,626.72,380.26,14582.17,469.72,86.05
