datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2006-11-17,RMA,ft,4,13122.0,2491.0,9919.89,5919.08,1.0,0.0,611.69,2.3,0.01,13688.46,410.06,9.36,400.7,4253.1,4253.1,430.26,12187.12,634.19,564.28,6141.71,6141.71,1016.81,1256.31,484.48,13820.54,13554.36,13950.89,444.5,455.67,14043.01,1370.42,9494.98,22410.32,13455.24,9565.96,432.52,419.09,682.94,14643.66,301.91,657.01,516.53,309.29,12837.47,336.66,173.98,845.96,515.63,868.47,632.07,389.59,12780.87,408.7,85.53
2006-11-18,RMA,ft,4,13384.0,2450.0,9866.86,6115.78,1.0,0.0,607.01,2.82,-0.05,13953.32,494.37,81.87,412.5,4099.6,4099.6,429.22,12273.98,619.15,588.22,5868.98,5868.98,1042.78,1188.99,499.23,14004.4,13597.39,13983.03,451.63,464.41,13928.92,1404.08,9351.09,22701.49,13613.34,9272.27,430.92,424.36,658.66,14791.46,308.22,657.65,508.18,320.06,12933.74,312.59,175.17,841.79,513.97,882.43,618.05,406.18,12903.37,426.49,85.62
2006-11-19,RMA,ft,4,13135.0,2438.0,9684.66,5139.27,1.0,0.0,610.79,3.44,-0.02,13841.87,1545.19,1052.89,492.3,4036.21,4036.21,432.48,12394.95,609.57,614.96,5698.57,5698.57,1069.81,1205.36,517.47,14189.2,13727.43,14022.52,462.53,477.57,13895.65,1454.65,9418.58,23269.23,13773.29,8996.54,433.62,421.54,640.68,15178.56,314.87,641.75,497.23,343.16,13044.08,304.3,175.56,835.82,499.12,877.6,611.06,397.07,13023.3,426.09,85.07
2006-11-20,RMA,ft,4,12694.0,2393.0,9789.7,4189.83,1.0,0.0,621.9,3.92,0.01,13608.23,2074.26,1640.36,433.9,4092.59,4092.59,439.39,12528.09,608.23,644.82,5774.48,5774.48,1099.41,1340.2,538.44,14420.96,13875.12,14179.06,476.7,494.01,13912.12,1541.91,9714.32,24085.72,13967.1,8779.49,440.25,421.61,624.59,15769.15,325.67,609.0,486.26,378.71,13148.94,312.11,175.05,889.77,482.51,907.89,612.17,379.6,13145.9,427.66,85.29
2006-11-21,RMA,ft,4,12536.0,2374.0,10017.77,3703.64,1.0,0.0,632.13,4.26,0.03,13519.19,2230.55,1781.88,448.67,4202.58,4202.58,451.27,12665.21,613.3,676.09,5965.44,5965.44,1132.0,1506.16,564.28,14721.98,14045.81,14470.51,494.67,513.85,13973.4,1629.62,10114.98,24982.85,14221.81,8600.46,451.91,425.35,619.11,16447.24,342.65,570.66,478.38,417.07,13254.11,330.36,174.3,969.27,479.6,955.94,622.64,373.42,13279.89,445.54,85.47
2006-11-22,RMA,ft,4,12143.0,2345.0,9272.36,3845.26,1.0,0.0,640.2,4.34,-0.04,13089.51,2399.35,1898.26,501.09,4259.9,4259.9,467.05,12783.05,621.14,712.55,6088.03,6088.03,1160.65,1630.6,591.45,15033.48,14251.72,14813.93,515.95,536.63,14076.24,1682.45,10372.78,25541.42,14484.31,8436.29,467.65,433.3,629.6,16888.31,362.57,538.36,471.04,449.72,13365.39,347.37,173.59,1053.16,479.81,1012.85,632.82,372.3,13416.69,447.06,85.85
2006-11-23,RMA,ft,4,12311.0,2332.0,10254.7,3128.45,1.0,0.0,650.74,4.33,-0.2,13259.35,2264.58,1801.24,463.34,4186.33,4186.33,486.18,12870.1,629.89,752.75,6031.68,6031.68,1184.08,1627.79,605.98,15262.42,14468.72,15065.77,540.55,562.09,14207.07,1676.17,10379.77,25662.46,14689.98,8300.82,486.59,444.95,642.77,16966.7,379.48,518.38,465.51,469.51,13478.38,350.02,174.17,1083.67,478.29,1050.79,640.82,373.25,13539.71,448.99,85.8
2006-11-24,RMA,ft,4,12627.0,2304.0,9097.05,4355.74,1.0,0.0,668.76,4.15,-0.19,13416.33,2347.33,1854.39,492.94,4003.82,4003.82,507.73,12941.47,639.21,776.88,5787.48,5787.48,1195.04,1563.59,621.27,15362.76,14651.49,15104.15,563.64,586.41,14342.81,1630.05,10189.94,25531.93,14782.93,8103.68,508.09,457.92,647.67,16869.31,389.36,515.48,464.74,475.23,13586.66,344.95,175.34,1049.81,482.28,1024.85,651.13,376.57,13645.21,458.47,85.33
2006-11-25,RMA,ft,4,12700.0,2275.0,9203.48,4161.09,1.0,0.0,682.24,3.67,-0.15,13389.99,2375.09,1892.01,483.08,4033.81,4033.81,527.45,13046.71,650.53,796.13,5832.8,5832.8,1208.44,1617.53,656.28,15496.51,14787.46,15219.7,582.3,605.59,14472.73,1654.54,10393.68,26014.48,14919.75,7979.09,528.15,473.86,652.38,17251.22,402.12,517.71,467.69,497.59,13701.83,352.46,174.76,1054.29,483.9,1015.4,668.43,378.76,13763.39,466.84,85.08
2006-11-26,RMA,ft,4,12963.0,2260.0,9490.31,3959.23,1.0,0.0,693.33,3.24,-0.0,13521.0,2407.17,1921.7,485.47,4040.33,4040.33,544.16,13133.63,665.55,806.14,5806.39,5806.39,1219.24,1581.4,684.43,15621.43,14912.43,15336.56,597.91,622.7,14590.07,1661.4,10478.12,26350.99,15054.72,7904.83,545.15,489.55,662.15,17460.69,416.66,524.41,473.28,500.16,13817.28,345.6,175.43,1034.51,494.02,1015.12,682.42,382.09,13873.47,477.99,85.07
