datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2011-10-21,RMA,cache,2,17095.1,4418.0,10382.0,11156.66,1.0,0.0,256.54,4.87,0.15,17921.46,1536.81,800.8,736.01,5433.97,5433.97,458.04,12373.7,247.88,811.35,7480.2,7480.2,1269.95,2132.92,721.28,15027.19,14239.58,15089.84,526.94,543.6,14345.7,1996.76,11085.83,22481.91,14368.1,9615.37,457.2,414.41,360.65,16093.97,306.55,607.53,439.4,366.73,13080.88,417.04,122.31,1304.93,410.62,1204.18,252.03,378.29,13053.98,405.1,88.46
2011-10-22,RMA,cache,2,16658.4,4316.0,9868.0,11158.69,1.0,0.0,261.04,5.05,0.13,17480.2,1564.37,769.51,794.86,4848.46,4848.46,493.04,12548.85,258.28,852.78,6744.8,6744.8,1285.04,1746.02,747.63,15104.05,14478.23,14988.57,570.98,588.87,14404.36,1846.95,10555.49,22693.68,14488.3,9080.95,491.58,430.52,321.98,15922.77,308.45,486.92,435.6,342.71,13260.84,352.16,122.25,1136.56,383.57,1114.82,260.81,380.58,13310.22,383.98,87.55
2011-10-23,RMA,cache,2,16146.9,4468.0,11620.0,8937.44,1.0,0.0,256.54,4.83,0.11,16904.8,1658.02,815.36,842.66,4378.04,4378.04,532.36,12686.14,262.29,880.86,6112.05,6112.05,1287.26,1460.54,761.09,15059.29,14606.53,14826.06,609.22,628.22,14475.56,1732.59,10064.74,22878.26,14488.72,8571.47,531.32,455.38,307.32,15773.17,306.2,401.44,443.71,334.53,13421.15,309.21,122.51,1000.01,380.62,1040.19,262.86,372.24,13463.36,400.89,86.42
2011-10-24,RMA,cache,2,15746.5,4446.0,12170.0,8602.6,1.0,0.0,261.46,4.37,0.03,17150.35,1656.37,823.74,832.63,4008.09,4008.09,565.92,12785.57,261.59,901.1,5627.62,5627.62,1290.66,1225.42,771.87,14969.67,14634.15,14670.51,638.51,658.54,14517.34,1644.85,9643.99,23075.05,14444.89,8161.81,565.6,486.7,303.57,15638.08,302.05,356.01,462.9,331.83,13552.68,276.02,122.42,886.98,380.24,987.45,262.67,368.81,13553.65,426.45,85.39
2011-10-25,RMA,cache,2,15515.5,4565.0,10971.0,9891.65,1.0,0.0,251.13,3.78,0.05,16919.59,1378.21,621.94,756.27,3698.97,3698.97,594.35,12882.75,261.31,910.42,5355.7,5355.7,1296.6,1081.68,762.16,14910.7,14621.51,14562.23,665.39,684.73,14536.57,1565.26,9350.94,23416.81,14423.0,7893.34,593.94,513.74,294.92,15610.55,297.59,330.94,491.86,331.05,13671.66,256.07,125.12,798.02,369.56,943.54,261.31,374.66,13629.21,441.36,84.63
2011-10-26,RMA,cache,2,14965.5,4443.0,10704.0,9339.47,1.0,0.0,249.96,3.04,0.1,16082.66,1244.1,482.19,761.91,3306.86,3306.86,622.15,12926.83,255.64,901.31,4880.4,4880.4,1279.92,889.49,706.39,14803.59,14597.27,14402.47,680.31,697.51,14541.19,1432.78,8778.9,23329.87,14360.73,7627.93,621.57,537.52,285.46,15270.29,293.56,314.36,524.05,315.82,13751.28,232.49,126.99,710.7,357.72,886.78,255.86,381.34,13671.58,445.03,83.79
2011-10-27,RMA,cache,2,15281.2,4579.0,10674.0,9653.54,1.0,0.0,239.17,2.41,0.03,16138.59,1186.3,390.05,796.25,2927.24,2927.24,633.98,12930.17,250.78,879.96,4253.44,4253.44,1246.29,702.15,679.55,14625.49,14546.5,14151.09,664.63,680.36,14528.59,1299.57,8038.0,22945.13,14229.08,7351.4,634.69,552.75,284.02,14678.04,288.26,302.51,552.24,286.98,13796.01,210.67,126.58,620.21,356.3,815.61,251.1,385.02,13681.39,461.78,82.69
2011-10-28,RMA,cache,2,15229.5,4419.0,10619.0,9561.23,1.0,0.0,250.58,1.81,0.01,16110.96,1134.91,349.73,785.18,2631.79,2631.79,619.8,12925.51,247.7,854.83,3710.98,3710.98,1215.54,563.97,669.09,14421.98,14459.62,13874.96,646.92,664.55,14494.87,1202.65,7379.28,22611.04,14078.73,7140.65,621.99,557.97,284.85,14126.84,281.09,293.19,577.15,268.65,13818.07,193.38,126.79,529.07,360.87,741.91,250.31,388.6,13675.99,479.86,81.39
2011-10-29,RMA,cache,2,14748.8,4280.0,10808.0,8984.99,1.0,0.0,264.0,1.36,0.11,15708.94,988.99,195.95,793.04,2461.92,2461.92,601.63,12942.0,256.45,833.43,3457.58,3457.58,1190.2,502.5,651.98,14283.84,14351.87,13720.28,636.36,655.84,14443.65,1145.51,7034.76,22658.18,13987.42,7076.79,603.87,554.07,284.19,13901.21,272.73,285.81,599.38,266.21,13833.68,182.6,128.78,461.59,368.73,697.99,260.71,392.99,13675.28,493.47,80.44
2011-10-30,RMA,cache,2,14216.4,4349.0,11025.0,8719.79,1.0,0.0,255.29,1.19,0.3,15491.1,916.11,95.32,820.79,2411.13,2411.13,588.26,12973.26,264.83,819.98,3451.4,3451.4,1172.12,496.51,640.31,14267.94,14253.66,13738.57,627.13,647.59,14385.0,1122.26,7032.99,23072.37,13986.58,7132.4,590.42,544.34,290.15,14044.89,264.54,281.12,614.82,274.48,13844.54,177.22,129.04,438.19,379.4,684.96,266.67,388.85,13682.35,489.14,79.95
