datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl.1,vcu.1,mtz,god,gzl,frk,bac,hol,ori
2006-11-14,SCHISM,slr_base,4,13087.69,12526.58,2495.96,8771.78,5685.21,1.0,0.0,1.48,-0.62,89.0,90.9,-1035.76,-363.38,-363.38,707.63,618.45,615.32,684.2,520.24,834.7,18133.01,12087.01,9753.41,3108.39,605.51,7199.09,1981.53,306.77,265.24,569.55,700.58,337.0,13567.29,1057.92,12516.55,9903.55,11651.93,1311.57,171.25,1618.16,7215.57,9753.41,28252.52,386.31,520.24,615.32,12338.84,14775.06,14345.13,477.47,402.91,448.51,655.73
2006-11-15,SCHISM,slr_base,4,13690.02,13027.5,2505.84,9132.49,5996.34,1.0,0.0,1.77,-0.01,89.4,49.2,-1017.83,-345.02,-345.02,643.67,440.89,384.39,713.84,508.04,761.39,17981.06,11768.77,9120.15,2943.59,467.97,6446.77,1992.26,335.5,287.86,611.57,702.65,316.86,13226.34,1009.4,12125.89,9780.66,11981.31,1367.38,179.29,1571.45,6464.48,9118.76,27246.1,368.19,508.04,384.39,12531.04,14061.9,14889.39,455.28,428.81,458.24,576.25
2006-11-16,SCHISM,slr_base,4,13804.65,13237.04,2482.46,9937.91,5668.24,1.0,0.0,1.92,0.07,89.4,13.4,-667.56,145.47,145.47,526.13,395.46,350.47,696.23,500.03,722.95,19209.52,12248.7,9195.97,3127.32,440.68,6455.18,2292.89,376.72,307.63,633.67,714.05,297.97,12517.56,1090.74,11970.98,9717.7,12168.81,1404.3,545.86,1604.71,6470.38,9195.97,28615.84,387.16,500.03,350.47,13249.97,14067.56,15477.35,439.83,439.2,467.12,465.85
2006-11-17,SCHISM,slr_base,4,13976.12,13400.91,2443.08,9780.94,5956.09,1.0,0.0,2.3,0.01,89.2,41.5,-640.67,181.31,181.31,522.55,431.78,380.56,700.58,489.92,706.8,19744.43,12524.98,9184.87,3058.58,412.04,6325.4,2371.29,399.29,338.5,650.74,700.58,263.74,12123.86,1137.84,11887.53,9673.17,12439.53,1437.39,492.03,1589.87,6342.24,9182.79,29110.88,415.87,489.92,380.56,13759.91,14542.0,15998.59,455.07,439.2,472.83,458.03
2006-11-18,SCHISM,slr_base,4,13882.73,13100.86,2422.99,8647.98,7695.14,1.0,0.0,2.82,-0.05,89.4,47.2,84.6,992.55,992.55,521.71,448.09,383.12,716.12,479.79,707.21,19981.1,12637.14,9061.47,2878.36,413.53,6143.52,2349.68,410.56,363.07,667.17,700.58,215.74,12175.91,1163.47,11800.8,9643.65,12684.43,1381.16,189.5,1519.9,6158.42,9058.7,29167.72,418.84,479.79,383.12,14179.95,15023.81,16432.2,500.88,439.2,485.7,458.03
2006-11-19,SCHISM,slr_base,4,13496.65,12706.49,2373.94,9522.14,6818.58,1.0,0.0,3.44,-0.02,89.8,68.7,538.84,1414.06,1414.06,517.08,458.24,382.05,720.47,469.02,720.47,20438.96,12933.08,9191.63,2989.93,462.47,6104.35,2388.07,493.92,391.85,672.36,709.29,197.75,12370.55,1201.15,11742.84,9372.88,12946.51,1384.75,156.46,1535.18,6118.91,9189.03,29531.74,418.84,469.02,382.05,14641.57,15564.59,16872.48,570.39,439.2,508.04,465.85
2006-11-20,SCHISM,slr_base,4,13380.6,12508.5,2355.74,10000.18,6216.68,1.0,0.0,3.92,0.01,90.6,65.0,545.52,1433.08,1433.08,512.46,466.07,366.27,736.81,459.51,720.67,21069.91,13463.78,9542.41,3343.43,527.18,6268.59,2516.81,590.47,444.7,642.62,720.47,298.82,12532.39,1259.64,11729.61,9065.47,13233.72,1447.34,153.85,1649.18,6283.46,9540.33,29975.55,418.84,459.51,366.27,15123.39,16171.79,17283.83,658.02,453.8,553.42,474.73
2006-11-21,SCHISM,slr_base,4,12995.92,12271.64,2329.75,10409.23,5452.58,1.0,0.0,4.26,0.03,90.8,102.9,639.04,1570.11,1570.11,517.5,480.85,359.87,744.87,449.57,739.08,21843.18,14186.11,10052.97,3830.86,627.0,6638.28,2707.09,617.41,500.03,616.78,723.78,392.7,12674.84,1333.99,11740.12,9012.66,13537.2,1599.37,150.37,1868.3,6650.95,10049.7,30077.31,427.11,449.57,359.87,15630.86,16806.9,17848.47,760.57,473.04,617.62,481.06
2006-11-22,SCHISM,slr_base,4,13081.17,12443.89,2316.41,9984.99,5921.11,1.0,0.0,4.34,-0.04,90.8,320.6,829.12,1743.17,1743.17,526.76,485.28,358.16,759.33,439.2,740.32,21997.49,14446.34,10233.44,3953.74,664.47,6734.93,2768.2,611.98,537.89,614.7,734.74,303.34,12802.51,1366.58,11688.57,9214.35,13708.31,1672.08,150.37,1953.8,6748.12,10230.52,30071.8,437.71,439.2,358.16,15991.85,17254.8,18340.09,843.12,514.56,682.54,485.07
2006-11-23,SCHISM,slr_base,4,13331.62,12689.33,2288.25,9153.88,6973.95,1.0,0.0,4.33,-0.2,91.0,246.6,754.57,1678.36,1678.36,537.68,501.93,357.52,759.95,439.2,758.71,21330.41,14072.89,10127.6,3567.15,579.18,6410.99,2639.75,653.03,533.48,619.5,747.56,226.79,12907.04,1344.19,11483.18,9549.84,13723.68,1637.13,150.37,1812.99,6425.66,10124.34,29701.73,461.2,439.2,357.52,16058.43,17613.11,18467.27,863.84,567.25,752.52,495.82
2006-11-24,SCHISM,slr_base,4,13303.16,12659.47,2256.22,9241.56,6839.96,1.0,0.0,4.15,-0.19,91.0,192.9,715.04,1634.29,1634.29,533.69,529.91,358.38,777.69,439.2,760.16,21696.54,14230.88,9935.76,3863.66,639.29,6478.78,2639.36,624.29,556.35,643.46,751.69,182.33,12949.7,1377.76,11514.43,9289.06,13920.07,1602.53,150.37,1825.36,6491.65,9933.87,29417.93,494.98,439.2,358.38,16282.6,17460.2,18542.24,890.88,615.53,804.68,517.72
2006-11-25,SCHISM,slr_base,4,13632.45,13031.07,2234.45,9530.07,6874.59,1.0,0.0,3.67,-0.15,90.2,242.6,780.37,1700.06,1700.06,557.4,552.37,366.06,779.96,439.2,768.62,21706.72,14385.86,9957.29,3919.14,592.56,6533.65,2651.62,629.71,576.46,652.41,763.66,168.42,13000.75,1407.09,11416.39,9156.77,14021.75,1655.5,152.98,1846.35,6547.05,9955.91,29418.69,530.33,439.2,366.06,16375.3,17624.18,18621.22,937.89,660.1,842.29,536.21
2006-11-26,SCHISM,slr_base,4,13393.2,12816.07,2233.11,10127.26,5860.55,1.0,0.0,3.24,-0.0,90.0,195.8,557.29,1385.38,1385.38,578.34,578.76,378.0,796.44,439.2,779.96,21697.65,14290.09,9730.12,3838.69,475.78,6584.91,2710.91,637.84,588.17,669.66,774.39,163.42,13062.0,1457.1,11342.59,9307.42,14081.56,1628.44,150.8,1781.17,6599.91,9728.05,30203.64,557.19,439.2,378.0,16359.22,17582.35,18566.84,1028.29,687.1,865.07,550.06
2006-11-27,SCHISM,slr_base,4,13744.45,13097.2,2250.15,10269.11,5973.81,1.0,0.0,2.65,-0.07,88.6,302.7,551.02,1375.3,1375.3,586.71,589.43,389.29,799.74,451.9,784.29,21485.29,14175.13,9977.26,3469.79,381.41,6449.27,2651.23,614.07,608.23,669.87,783.88,154.72,13103.11,1465.65,11112.07,9230.47,13871.21,1563.72,150.37,1640.69,6462.15,9975.36,29346.12,588.8,451.9,389.29,16280.3,17728.31,18649.37,1109.76,718.81,913.79,544.82
2006-11-28,SCHISM,slr_base,4,14172.42,13460.61,2220.88,10212.78,6400.64,1.0,0.0,2.26,-0.34,87.0,322.8,542.92,1370.89,1370.89,625.33,605.1,404.4,799.74,463.53,799.32,20161.17,13050.43,9229.43,2541.01,268.26,5748.79,2325.16,550.48,585.66,677.14,795.62,150.37,13149.9,1437.78,10867.26,9373.06,13514.46,1473.81,158.42,1350.39,5763.77,9227.87,28026.96,630.54,463.53,404.4,15830.96,17375.3,18427.43,1099.04,767.38,953.4,586.92
2006-11-29,SCHISM,slr_base,4,14724.47,13584.2,2219.62,10197.85,6977.31,1.0,0.0,2.18,-0.57,86.6,147.2,378.27,1223.98,1223.98,656.98,648.04,418.84,786.97,480.85,799.74,18583.03,11679.08,8417.72,1677.01,234.58,4856.83,2033.41,518.56,536.63,690.63,799.74,150.37,13124.24,1366.58,10638.36,9493.31,13206.9,1330.39,159.72,1061.98,4867.44,8415.79,27467.96,673.19,480.85,418.84,15220.43,16684.5,17957.99,981.32,823.81,986.41,632.63
2006-11-30,SCHISM,slr_base,4,14434.37,13279.25,2219.56,10460.48,6436.61,1.0,0.0,2.62,-0.59,88.0,110.4,353.56,1191.95,1191.95,646.37,652.2,431.35,784.08,512.25,796.85,18725.39,11485.9,7828.87,1713.88,220.29,4761.39,2008.06,472.4,523.81,697.47,791.09,150.37,13032.81,1371.77,10616.11,9107.83,13249.13,1226.7,156.46,1062.38,4770.37,7826.58,28034.06,699.96,512.25,431.35,14994.52,16290.48,17579.9,953.61,870.19,1011.23,642.0
2006-12-01,SCHISM,slr_base,4,13804.44,12607.07,2178.03,10381.9,5964.94,1.0,0.0,3.4,-0.4,89.4,118.8,483.16,1322.98,1322.98,648.24,641.79,439.2,809.41,563.27,781.61,20580.17,12612.73,8659.69,2341.96,276.45,5371.08,2192.99,564.73,536.42,700.79,785.32,150.37,12933.58,1448.54,10849.15,8553.97,13508.6,1257.64,152.11,1201.75,5385.96,8657.6,29322.17,732.05,563.27,439.2,15292.46,16530.06,17535.94,1017.53,887.2,1052.24,586.92
2006-12-02,SCHISM,slr_base,4,13520.27,12312.95,2149.86,10415.9,5812.19,1.0,0.0,4.43,-0.31,89.8,101.5,659.47,1502.75,1502.75,643.67,668.83,456.13,783.26,593.19,799.74,21559.34,13642.33,9699.75,3013.84,370.54,5926.79,2390.76,638.25,576.88,700.17,788.0,151.24,13006.28,1510.17,10960.46,8601.09,13677.58,1431.41,156.68,1534.58,5943.0,9696.99,30503.45,768.82,593.19,456.13,15504.23,16617.53,18152.15,1072.31,909.29,1068.26,598.2
2006-12-03,SCHISM,slr_base,4,13330.69,12115.96,2123.29,10465.97,5579.03,1.0,0.0,5.4,-0.33,91.2,81.6,672.63,1513.19,1513.19,655.94,683.78,470.29,761.19,618.66,796.85,22218.96,14215.9,10115.74,3352.47,449.15,6239.0,2480.68,667.38,607.39,703.28,795.0,157.33,13113.68,1541.52,10978.21,9183.65,13655.36,1510.17,150.37,1730.62,6255.85,10112.13,30725.99,786.55,618.66,470.29,15684.24,16762.4,18708.57,1102.68,924.62,1074.74,626.79
2006-12-04,SCHISM,slr_base,4,13064.07,11832.21,2106.45,8957.85,6790.42,1.0,0.0,5.9,-0.18,92.2,72.1,649.86,1497.31,1497.31,655.32,697.47,479.79,759.12,649.91,777.69,23416.5,15439.73,11250.2,4309.43,754.99,7038.04,2797.2,751.9,656.98,701.62,789.44,157.98,13083.48,1594.02,11243.05,9281.43,13944.58,1729.44,150.37,2118.06,7054.55,11246.96,31467.68,797.27,649.91,479.79,16630.14,18113.53,19466.55,1151.17,929.32,1094.38,642.83
2006-12-05,SCHISM,slr_base,4,13053.07,11871.43,2090.43,8187.4,7534.51,1.0,0.0,6.04,-0.06,92.2,69.1,647.51,1485.54,1485.54,662.39,699.55,487.81,746.32,670.7,760.16,24022.82,16203.81,11962.01,4966.92,937.08,7579.94,3028.06,792.32,698.72,704.11,779.75,152.33,13111.16,1631.2,11285.77,10071.72,14240.69,1976.26,150.37,2443.35,7596.7,11958.29,32121.24,801.79,670.7,487.81,17127.84,18826.27,20171.6,1180.81,944.22,1105.51,653.86
2006-12-06,SCHISM,slr_base,4,13136.82,12001.64,2073.01,7882.56,7901.87,1.0,0.0,5.75,-0.08,92.0,68.3,642.9,1481.24,1481.24,664.88,707.42,492.66,745.7,703.69,757.27,23811.36,16142.06,11908.02,4892.87,886.58,7570.77,3038.49,786.35,709.49,710.74,765.93,152.98,13176.22,1626.66,11228.24,10736.71,14269.3,1995.97,150.37,2438.54,7587.7,11904.46,32054.49,806.73,703.69,492.66,17391.11,19059.8,20585.78,1182.02,960.33,1111.37,667.58
2006-12-07,SCHISM,slr_base,4,13238.96,12122.63,2049.37,9202.57,6662.94,1.0,0.0,5.14,0.01,93.0,91.6,668.78,1504.06,1504.06,664.47,713.84,497.93,747.56,779.34,760.16,23681.29,16071.9,11751.14,4815.45,825.66,7530.88,3036.03,767.38,712.6,716.95,762.63,153.41,13199.19,1628.24,11205.76,10905.67,14334.16,1975.28,150.37,2369.55,7548.35,11747.24,32039.32,819.28,779.34,497.93,17507.28,19058.19,20601.94,1183.63,972.97,1123.5,675.68
2006-12-08,SCHISM,slr_base,4,12980.01,11875.09,2022.48,8587.69,6931.24,1.0,0.0,4.01,0.35,93.0,-11.0,505.44,1315.22,1315.22,680.88,728.74,500.03,773.36,846.4,753.55,24443.2,16816.55,12261.7,5364.54,1023.42,8088.51,3324.97,811.06,746.52,717.98,760.16,150.8,13193.83,1690.42,11471.11,10559.1,14713.06,2104.26,147.32,2571.33,8106.75,12258.83,32705.12,823.39,846.4,500.03,18002.17,19344.12,20826.48,1254.02,984.58,1143.09,689.18
2006-12-09,SCHISM,slr_base,4,14354.86,13169.19,2012.84,9264.58,6989.21,1.0,0.0,2.9,0.5,90.2,61.8,-52.12,691.76,691.76,667.17,722.33,500.03,796.65,881.26,760.16,24974.68,17311.55,12776.61,5496.97,875.32,8485.17,3540.53,831.41,780.16,719.64,760.16,150.59,13290.01,1705.4,11338.17,10875.79,14779.71,2308.93,143.4,2708.04,8507.0,12773.42,32755.51,837.78,881.26,500.03,18206.01,19970.67,21137.43,1334.19,993.94,1165.29,663.01
2006-12-10,SCHISM,slr_base,4,16261.64,14960.06,2072.7,9545.01,8083.27,1.0,0.0,2.36,0.17,88.2,78.3,-627.75,97.01,97.01,666.54,713.43,500.03,799.74,902.14,780.58,23072.37,15812.53,11553.49,3885.07,316.64,7544.65,3053.85,660.31,761.81,729.57,770.27,155.37,13405.54,1603.92,10868.96,12000.09,13907.4,1984.85,150.37,2088.31,7568.65,11550.78,31123.7,846.81,902.14,500.03,17414.9,19614.47,21058.1,1309.17,1015.9,1160.85,670.08
2006-12-11,SCHISM,slr_base,4,16463.85,15113.48,2104.5,11029.98,6612.11,1.0,0.0,1.89,-0.13,87.0,22.0,-904.27,-207.66,-207.66,680.46,737.43,502.14,799.74,924.83,797.68,20965.17,13882.05,9467.02,2255.17,211.84,6253.7,2598.75,488.02,711.15,742.6,796.85,158.64,13453.57,1534.78,10739.96,11999.24,13383.45,1528.03,140.14,1289.73,6271.1,9465.12,29790.13,845.58,924.83,502.14,16614.91,18513.1,20314.3,1283.52,1024.43,1159.64,659.48
2006-12-12,SCHISM,slr_base,4,17464.43,16119.62,2142.72,10288.07,7589.63,1.0,0.0,1.56,-0.12,86.0,-3.4,-1732.85,-1419.11,-1419.11,701.0,728.54,517.29,783.05,949.32,799.74,20616.98,13392.82,8773.66,1730.22,192.97,5880.3,2504.13,465.43,683.99,745.9,799.74,159.51,13280.8,1552.03,10803.71,10331.64,13336.57,1401.11,150.37,1021.18,5897.78,8771.22,30256.54,841.27,949.32,517.29,16298.19,17928.43,19570.7,1342.19,1017.93,1164.48,664.05
2006-12-13,SCHISM,slr_base,4,18617.69,17284.96,2294.79,10467.57,8576.87,1.0,0.0,1.39,-0.18,85.6,-8.6,-1876.64,-1548.9,-1548.9,710.74,721.09,520.24,774.39,970.32,796.03,20203.2,12711.86,8206.14,1316.38,180.81,5439.31,2343.89,418.84,649.28,752.93,792.53,163.86,13120.05,1525.26,10892.02,9469.44,13249.8,1350.99,150.37,916.86,5451.83,8203.86,29978.61,849.68,970.32,520.24,15911.92,17769.46,19175.49,1373.97,1017.73,1199.94,686.27
2006-12-14,SCHISM,slr_base,4,20546.89,19198.54,2256.1,11390.12,9928.39,1.0,0.0,1.57,-0.15,86.0,89.1,-1395.39,-1031.73,-1031.73,717.36,746.73,531.59,760.77,990.07,786.14,20422.14,12598.08,7981.62,1193.1,177.55,5347.47,2293.28,430.08,595.7,757.88,778.93,166.25,12954.07,1541.13,11013.35,9264.79,13327.53,1222.88,164.29,830.59,5359.82,7978.98,30047.32,866.91,990.07,531.59,15757.21,17762.31,18962.62,1370.57,1052.04,1260.25,661.56
