datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,vcu,uni,rsl,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,mtz,god,gzl,frk,bac,hol,ori,model_out_sf_tidal_filter,model_out_sf_tidal_energy
2011-10-18,SCHISM,suisun,2,23427.75,22320.55,5053.27,10840.83,18065.98,1.00,0.00,3.57,0.22,90.00,57.80,483.58,1816.63,1816.63,696.23,607.18,577.09,577.09,686.27,502.56,502.56,795.41,18968.91,12651.44,10168.51,3043.80,547.33,7495.04,2281.09,334.43,259.85,570.81,700.58,337.00,13274.10,1064.81,12499.36,10042.31,11834.01,1267.07,171.25,1586.10,7499.63,10168.68,21845.72,399.72,13923.91,15320.71,15048.96,481.69,405.03,452.75,644.91,2.47,1.68
2011-10-19,SCHISM,suisun,2,22176.52,21397.44,4815.34,10249.73,17057.97,1.00,0.00,4.26,0.15,88.20,61.70,377.54,1602.04,1602.04,627.63,463.32,335.50,335.50,357.95,463.74,463.74,692.70,19030.43,13067.88,10281.18,3602.36,597.58,7711.63,2962.97,445.97,300.11,643.67,444.49,307.20,12213.41,1261.85,12487.40,10018.05,11951.01,1922.91,403.54,2270.26,7722.90,10280.49,25578.35,378.22,15196.96,15793.76,16214.81,471.56,427.33,463.32,510.56,2.31,3.74
2011-10-20,SCHISM,suisun,2,21487.05,20764.79,4793.10,10257.81,16450.86,1.00,0.00,4.72,0.14,86.80,50.30,478.83,1716.33,1716.33,380.13,376.72,369.69,369.69,317.29,424.57,424.57,357.52,18116.78,12287.03,9151.91,2581.69,366.27,6994.88,2754.08,376.30,329.72,664.26,309.13,250.14,11829.77,1302.76,12892.59,9979.49,12383.54,1737.90,343.20,1808.08,7005.01,9150.69,24869.46,414.38,15725.92,16141.40,16544.47,444.49,418.63,461.20,354.96,2.28,4.44
2011-10-21,SCHISM,suisun,2,20969.08,20247.29,4683.46,9773.10,16289.71,1.00,0.00,4.94,0.14,85.40,50.70,460.97,1739.37,1739.37,362.65,376.08,383.97,383.97,328.22,418.84,418.84,340.85,17230.16,11352.29,8047.45,1954.78,369.47,6120.35,2479.52,438.35,350.68,450.21,322.86,206.21,12177.94,1321.58,13292.19,9673.52,12799.48,1477.58,197.31,1450.33,6131.12,8047.28,24291.86,418.63,15942.35,16276.69,16531.04,464.16,413.11,456.13,362.22,2.27,4.70
2011-10-22,SCHISM,suisun,2,20824.67,19788.71,4848.45,11502.75,14606.11,1.00,0.00,4.93,0.11,84.20,57.10,492.84,1805.41,1805.41,357.09,386.31,367.98,367.98,320.50,434.96,434.96,344.91,16192.48,10266.58,6828.08,1449.53,308.70,5187.80,2133.21,387.38,371.82,344.70,322.43,223.97,12540.31,1297.95,13593.20,9260.64,13078.45,1235.54,168.64,1161.05,5197.26,6827.19,23758.31,410.35,15856.64,16146.66,16207.26,505.93,412.89,458.24,370.54,2.23,4.66
2011-10-23,SCHISM,suisun,2,20361.58,19033.25,4815.59,12049.64,13557.61,1.00,0.00,4.58,0.06,84.00,164.50,594.57,1899.73,1899.73,347.26,383.54,361.36,361.36,339.35,439.20,439.20,337.64,15470.42,9351.24,5921.75,1130.37,261.15,4466.43,1883.77,341.70,366.91,337.00,331.86,221.16,12846.72,1282.12,13836.84,8834.25,13278.12,1077.58,157.11,958.30,4474.53,5920.85,23384.95,398.44,15606.79,15900.08,15725.43,556.56,411.41,474.73,364.78,2.20,4.32
2011-10-24,SCHISM,suisun,2,19945.12,18607.97,4947.30,10832.09,14349.47,1.00,0.00,4.07,0.03,83.80,300.10,589.24,1853.92,1853.92,358.38,385.25,362.01,362.01,326.50,438.56,438.56,343.84,15620.47,9060.08,5700.19,956.05,223.11,4108.42,1775.28,335.07,355.39,325.00,328.43,182.77,13148.73,1353.19,14099.88,8044.82,13529.34,980.71,148.84,810.44,4112.87,5699.29,23818.92,398.44,15433.13,15706.15,15306.34,630.54,421.81,517.50,373.53,2.23,3.83
2011-10-25,SCHISM,suisun,2,19523.35,18490.45,4812.01,10677.56,13837.21,1.00,0.00,3.40,0.07,82.60,298.00,477.41,1748.22,1748.22,346.84,388.01,379.71,379.71,325.00,418.84,418.84,338.50,15500.27,8641.38,5463.43,797.88,208.38,3715.90,1625.07,339.14,341.70,337.00,320.50,166.68,13524.16,1361.78,14249.84,7059.69,13772.26,889.45,152.33,695.40,3720.95,5462.53,23401.35,413.53,15294.12,15625.09,14960.09,687.31,450.63,583.15,370.54,2.30,3.19
2011-10-26,SCHISM,suisun,2,19383.02,18623.75,4956.54,10583.57,13834.74,1.00,0.00,2.71,0.06,80.80,170.70,249.45,1538.33,1538.33,349.62,404.82,398.44,398.44,310.85,418.84,418.84,338.71,14325.85,7666.52,4574.84,533.06,189.50,3192.73,1400.91,297.11,329.93,337.00,314.71,156.46,13760.74,1275.70,14243.19,7171.45,13821.99,787.79,144.93,562.43,3196.13,4573.93,22914.79,435.81,14809.70,15188.53,14362.92,599.67,489.50,616.78,382.90,2.29,2.52
2011-10-27,SCHISM,suisun,2,18708.23,17926.19,4784.30,10548.57,12954.25,1.00,0.00,2.11,0.01,79.80,134.20,144.49,1423.30,1423.30,342.35,423.93,399.72,399.72,316.43,437.92,437.92,328.86,13046.40,6642.21,3644.11,397.38,172.34,2737.47,1226.70,227.87,312.78,324.15,316.43,151.89,13849.69,1219.26,14137.01,6907.08,13805.31,687.93,134.48,467.55,2740.71,3643.73,22209.60,457.82,14233.20,14651.20,13624.96,562.01,510.56,608.23,384.61,2.22,1.94
