datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2013-10-27,RMA,base,1,6845.0,2511.0,2393.0,6013.77,0.0,1.0,294.0,3.84,0.01,6918.75,1869.87,1022.98,846.89,5769.31,5769.31,417.24,11524.17,412.03,720.41,8563.95,8563.95,1192.71,2862.02,675.13,15553.5,14422.82,16127.24,490.28,503.93,14603.0,1875.49,12448.85,27930.85,14459.62,7994.25,414.49,394.51,781.13,16018.67,310.56,654.35,491.68,385.18,12843.22,564.89,155.8,1640.7,619.79,1282.85,391.16,549.85,12742.18,568.2,88.25
2013-10-28,RMA,base,1,5231.0,2642.0,2668.0,4157.38,0.0,1.0,295.0,4.87,0.08,5276.49,1860.02,1093.11,766.91,6105.12,6105.12,444.84,11245.44,312.29,800.65,9153.04,9153.04,1264.25,3377.69,770.03,16465.84,14875.6,16995.53,534.01,549.93,14670.43,2090.43,13345.77,28917.82,15133.32,7906.97,441.45,393.61,707.9,17137.47,324.43,653.13,479.22,438.08,13073.7,692.75,161.25,1933.76,580.08,1478.09,308.55,500.35,13114.99,530.58,89.14
2013-10-29,RMA,base,1,7697.0,2671.0,2192.0,7168.77,0.0,1.0,248.0,5.45,0.18,7731.83,1808.17,1042.06,766.11,5982.9,5982.9,461.42,10822.6,293.28,869.3,9173.1,9173.1,1302.65,3413.01,828.69,16958.22,15445.95,17566.39,570.2,588.87,14946.32,2063.96,13597.13,29063.94,15438.28,8174.51,457.21,406.74,539.85,17484.73,338.42,606.45,467.54,442.6,13215.08,706.85,165.63,2020.97,591.12,1550.75,292.91,481.82,13327.76,536.83,89.27
2013-10-30,RMA,base,1,7672.0,2575.0,1755.0,7696.72,0.0,1.0,223.0,5.79,0.22,8030.13,1921.85,1153.41,768.44,5876.75,5876.75,480.11,10515.82,266.03,919.48,9154.15,9154.15,1336.41,3317.49,869.03,17263.97,15880.99,17911.23,610.74,632.09,15251.1,2034.38,13764.93,29202.64,15587.63,8061.2,474.8,417.63,405.86,17758.79,350.68,536.0,457.5,448.47,13318.41,689.81,163.93,1994.1,548.72,1558.1,263.65,473.23,13443.56,488.67,89.13
2013-10-31,RMA,base,1,8032.0,2306.0,2843.0,6354.58,0.0,1.0,242.0,5.65,0.11,8200.99,2103.09,1309.42,793.67,5605.59,5605.59,509.35,10230.09,239.35,955.56,8885.58,8885.58,1353.3,3056.12,895.99,17312.25,16113.74,18048.48,651.85,673.88,15488.63,1952.87,13610.67,28961.84,15517.88,7921.59,502.8,424.45,372.7,17649.41,360.9,480.64,452.28,442.31,13358.26,623.03,160.1,1873.26,488.54,1508.86,238.73,449.88,13411.55,428.15,88.88
2013-11-01,RMA,base,1,8613.0,2012.0,4843.0,4644.63,1.0,1.0,283.0,5.19,0.04,8776.06,1960.66,1300.42,660.24,5308.93,5308.93,546.78,9956.6,234.5,978.91,8570.64,8570.64,1358.58,2788.07,907.63,17195.7,16152.95,18015.27,691.72,713.33,15625.28,1860.65,13373.93,28679.22,15361.94,7608.65,539.15,434.27,355.06,17458.9,368.77,453.68,452.64,422.51,13321.26,573.92,165.88,1716.05,448.82,1426.08,246.53,422.61,13294.82,395.77,88.38
2013-11-02,RMA,base,1,8900.0,1739.0,3412.0,4361.91,1.0,1.0,347.0,4.32,0.03,9006.61,3569.84,2971.7,598.14,5116.01,5116.01,585.37,9688.81,247.42,992.45,8377.11,8377.11,1360.73,2612.55,911.82,17035.66,16078.63,17959.75,725.71,746.39,15676.46,1790.42,13264.66,28589.39,15196.32,7367.67,577.38,449.33,339.68,17396.37,373.78,439.59,458.59,406.91,13287.2,547.81,173.85,1605.91,418.7,1364.36,278.68,405.7,13150.16,396.51,88.06
2013-11-03,RMA,base,1,9107.0,1578.0,3870.0,4009.8,1.0,1.0,423.0,3.44,-0.03,9212.59,3505.85,2910.79,595.06,4920.11,4920.11,634.52,9390.76,271.46,998.99,8244.84,8244.84,1361.77,2453.69,898.66,16857.89,15969.12,17937.89,765.26,784.45,15677.19,1731.77,13126.47,28486.93,14990.92,7297.19,626.63,474.38,329.61,17285.35,375.74,429.94,468.53,398.94,13246.51,516.63,176.24,1530.95,409.6,1326.2,326.81,397.17,12991.53,405.11,87.82
2013-11-04,RMA,base,1,10017.0,1430.0,3965.0,5008.81,1.0,1.0,486.0,2.67,0.0,10143.71,3146.29,2599.9,546.39,4661.6,4661.6,686.95,9106.46,306.78,998.25,8058.5,8058.5,1355.48,2310.6,851.48,16669.11,15845.17,17948.76,799.02,815.58,15644.96,1655.58,12886.48,28298.52,14774.65,7325.62,679.35,509.92,324.66,17095.98,373.8,421.91,479.72,391.38,13168.44,482.55,174.07,1456.96,407.72,1280.52,387.75,397.42,12826.87,419.38,87.32
2013-11-05,RMA,base,1,9947.0,1343.0,4954.0,3707.64,1.0,1.0,554.0,2.13,0.13,10070.56,3340.17,2751.92,588.25,4643.95,4643.95,738.04,8927.44,347.2,1004.0,8123.87,8123.87,1355.14,2303.84,834.0,16590.92,15747.92,18048.82,808.47,821.54,15606.11,1647.26,12955.88,28467.43,14657.31,7346.15,732.04,561.08,331.64,17201.5,368.41,417.57,492.16,394.72,13089.68,467.54,169.57,1439.43,429.71,1268.61,451.21,405.76,12718.24,458.81,87.07
