datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl.1,vcu.1,mtz,god,gzl,frk,bac,hol,ori,model_out_sf_tidal_filter,model_out_sf_tidal_energy
2011-10-18,SCHISM,cache,2,23605.95,22320.55,5053.27,10840.83,18244.17,1.0,0.0,3.31,2.48,91.2,60.3,486.08,1819.13,1819.13,674.02,575.62,564.1,687.31,502.56,791.5,18813.17,12757.44,10154.76,3397.62,757.88,7577.12,2350.45,342.56,261.15,569.55,700.58,337.0,13230.87,1079.4,12291.58,9909.93,11773.35,1287.93,171.25,1751.87,7582.23,10155.1,21761.92,388.01,502.56,564.1,12269.64,15036.55,14514.77,481.48,407.58,455.5,596.12,0.23,-1.44
2011-10-19,SCHISM,cache,2,22376.62,21397.44,4815.34,10249.73,17258.07,1.0,0.0,4.03,2.42,89.4,65.2,381.04,1605.54,1605.54,572.06,368.41,323.72,364.14,463.74,691.25,18735.41,13259.02,10388.07,4410.95,1062.18,7714.8,3019.34,467.97,300.11,642.62,436.02,309.56,12245.83,1268.27,12099.69,10124.16,11834.86,2049.58,401.42,2685.86,7725.01,10387.39,24939.77,378.0,463.74,323.72,13525.83,14774.4,15719.0,466.7,427.75,462.47,500.24,0.07,0.74
2011-10-20,SCHISM,cache,2,21683.07,20764.79,4793.1,10257.81,16646.88,1.0,0.0,4.6,2.38,88.2,53.5,482.03,1719.53,1719.53,373.95,378.22,369.47,316.21,422.87,354.96,18223.98,12550.25,9257.0,3329.12,700.17,7027.92,2852.85,398.87,337.21,657.4,308.06,251.65,11840.96,1340.99,12015.14,10439.68,12168.14,1870.06,340.21,2150.5,7039.99,9256.65,24382.14,412.68,422.87,369.47,14280.95,14963.57,16146.33,444.91,424.57,461.63,372.67,0.04,1.46
2011-10-21,SCHISM,cache,2,21179.1,20247.29,4683.46,9773.1,16499.73,1.0,0.0,4.88,2.38,86.6,57.0,467.27,1745.67,1745.67,370.11,383.97,383.76,328.65,418.84,336.14,17546.53,11663.81,8195.45,2677.45,582.53,6195.94,2596.07,447.67,360.94,451.05,321.79,200.35,12011.76,1374.77,12018.86,10058.48,12537.27,1617.56,176.46,1752.66,6208.68,8195.1,23915.54,418.84,418.84,383.76,14565.07,15144.89,16045.44,478.1,415.44,459.72,364.57,0.03,1.74
2011-10-22,SCHISM,cache,2,21024.65,19788.71,4848.45,11502.75,14806.09,1.0,0.0,4.98,2.36,85.2,63.3,499.04,1811.61,1811.61,353.68,382.05,367.13,317.93,433.9,337.43,16818.48,10646.23,7019.21,2034.77,417.99,5328.03,2284.58,408.22,384.18,345.77,320.72,224.62,12282.3,1376.16,12013.28,9169.08,12786.53,1399.91,167.77,1397.52,5338.57,7017.08,23509.22,414.38,433.9,367.13,14551.46,15103.22,15618.83,533.06,413.53,466.49,366.49,-0.01,1.7
2011-10-23,SCHISM,cache,2,20575.58,19033.25,4815.59,12049.64,13771.61,1.0,0.0,4.73,2.33,85.0,177.2,607.27,1912.43,1912.43,343.2,379.28,360.3,338.92,439.2,332.29,16213.64,9806.53,6165.06,1614.79,334.64,4651.11,2064.37,364.99,377.79,337.0,331.0,213.58,12513.01,1375.56,12002.62,7931.9,12928.54,1247.8,157.11,1164.08,4659.38,6163.99,23288.54,398.87,439.2,360.3,14355.11,14898.17,15063.85,595.91,413.11,489.07,357.09,-0.04,1.36
2011-10-24,SCHISM,cache,2,20167.15,18607.97,4947.3,10832.09,14571.5,1.0,0.0,4.27,2.27,84.8,315.4,604.54,1869.22,1869.22,356.45,384.61,362.65,326.08,439.2,339.14,16276.83,9564.88,5993.77,1397.12,296.25,4310.72,1959.66,365.21,367.55,324.79,329.29,177.12,12697.56,1447.54,12032.73,6982.62,13060.83,1178.19,144.49,1001.67,4316.45,5992.51,23575.42,404.61,439.2,362.65,14160.48,14738.93,14588.31,676.72,433.9,537.68,366.91,-0.01,0.85
2011-10-25,SCHISM,cache,2,19731.44,18490.45,4812.01,10677.56,14045.3,1.0,0.0,3.65,2.3,83.4,316.3,495.71,1766.52,1766.52,351.54,388.01,379.28,325.22,439.2,331.22,16027.34,9171.69,5741.38,1246.79,279.47,3931.42,1795.91,370.33,360.72,334.0,319.43,160.38,12891.25,1448.34,12018.53,6384.68,13147.05,1092.56,148.19,891.9,3935.89,5740.84,23119.13,419.69,439.2,379.28,13988.59,14525.73,14276.62,724.81,469.87,603.43,371.82,0.06,0.18
2011-10-26,SCHISM,cache,2,19603.04,18623.75,4956.54,10583.57,14054.75,1.0,0.0,2.95,2.32,81.8,183.0,261.75,1550.63,1550.63,360.51,405.25,395.89,311.28,439.2,331.64,14808.95,8151.46,4780.27,847.63,232.85,3379.57,1567.69,323.72,338.5,337.0,315.14,156.46,12995.71,1363.58,11833.5,6009.6,13085.49,958.91,140.79,721.71,3384.46,4779.35,22850.74,452.53,439.2,395.89,13712.65,14158.32,13831.17,642.42,506.98,639.71,379.28,0.05,-0.52
2011-10-27,SCHISM,cache,2,18902.21,17926.19,4784.3,10548.57,13148.22,1.0,0.0,2.33,2.26,80.6,143.2,153.49,1432.3,1432.3,354.96,425.84,399.93,316.43,439.2,326.72,13634.72,7089.51,3753.81,594.44,202.3,2885.97,1386.55,253.81,331.0,319.65,316.43,151.46,12976.07,1299.55,11562.66,5534.11,12962.3,816.2,133.61,579.81,2889.21,3753.25,22250.06,471.56,439.2,399.93,13332.22,13760.91,13121.73,604.05,531.59,633.67,383.76,-0.03,-1.13
