datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,vcu.1,uni,rsl,rsl.1,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,mtz,god,gzl,frk,bac,hol,ori,model_out_sf_tidal_filter,model_out_sf_tidal_energy
2007-02-21,SCHISM,suisun,5,30124.22,28746.17,2363.96,9569.05,23120.59,0.0,0.0,1.7,0.09,60.6,205.2,406.67,1281.82,1281.82,529.7,410.35,486.75,486.75,747.35,332.72,332.72,775.22,1698.7,295.39,345.98,212.28,194.06,266.11,254.46,205.34,249.71,735.57,747.35,205.56,4552.96,398.44,3088.51,1726.09,4356.7,217.26,150.37,203.6,266.11,345.55,10548.65,363.5,1663.99,1860.27,1119.26,254.46,276.88,275.16,421.39,2.46,1.4
2007-02-22,SCHISM,suisun,5,28548.64,27150.68,2318.53,10043.6,20873.97,0.0,0.0,1.56,0.01,60.2,240.2,290.6,768.34,768.34,539.15,385.89,496.87,496.87,752.72,316.43,316.43,763.87,2244.72,312.78,312.57,192.97,181.68,269.77,246.68,200.57,240.2,714.05,735.36,189.93,4453.53,394.19,3136.21,1567.09,4062.23,201.87,150.37,181.03,269.77,312.78,11102.01,351.11,1442.37,1663.79,1013.06,254.46,275.16,274.73,447.24,2.41,1.26
2007-02-23,SCHISM,suisun,5,27394.72,25913.76,2278.4,10601.01,19146.18,0.0,0.0,1.69,-0.05,61.2,227.5,301.57,771.84,771.84,518.98,373.95,481.69,481.69,779.34,316.43,316.43,766.35,2000.46,324.58,328.22,175.81,179.51,265.46,238.69,194.27,231.98,704.11,757.47,177.77,4316.08,389.93,3138.29,1975.09,4033.46,196.88,147.1,174.29,265.46,328.0,10179.68,332.93,1593.23,1583.33,1047.98,254.46,275.16,275.16,406.95,2.32,1.34
2007-02-24,SCHISM,suisun,5,26781.6,25404.74,2279.19,10088.99,18966.36,0.0,0.0,1.92,0.07,64.8,131.6,126.16,516.46,516.46,499.82,365.63,473.46,473.46,780.58,305.48,305.48,799.74,3111.61,368.62,304.62,171.25,175.81,264.38,236.96,196.66,230.04,715.5,779.96,171.25,4150.68,380.77,2859.89,1866.54,3697.4,195.79,150.37,174.94,264.38,304.84,12084.31,334.86,1554.21,1533.19,1117.64,254.46,275.16,273.65,375.02,2.46,1.57
2007-02-25,SCHISM,suisun,5,28171.03,26132.91,2270.59,9368.56,20712.87,0.0,0.0,2.3,0.01,61.8,121.3,-238.89,56.62,56.62,504.67,368.62,487.39,487.39,777.07,295.82,295.82,804.68,4580.55,531.17,319.0,171.25,174.51,276.02,237.82,204.04,213.36,721.5,779.55,171.25,4056.67,363.71,2581.69,1604.31,3286.91,190.8,150.37,178.42,275.81,318.79,13688.27,337.0,1747.35,1747.94,1427.03,254.46,269.34,278.17,402.48,2.4,2.01
2007-02-26,SCHISM,suisun,5,31948.59,28555.29,2250.72,9364.95,23936.33,0.0,0.0,2.82,-0.05,61.6,216.7,-681.33,-526.18,-526.18,509.93,370.97,465.85,465.85,795.62,295.82,295.82,820.52,3883.59,547.12,311.71,171.25,179.29,269.56,235.01,191.24,211.63,727.3,771.3,171.25,4040.52,366.49,2502.02,1547.08,3244.66,198.18,150.37,178.42,269.56,311.49,11625.46,338.92,1920.76,1764.46,1701.46,243.87,270.85,277.1,385.46,2.34,2.5
2007-02-27,SCHISM,suisun,5,36193.19,31977.89,2361.86,9187.58,28166.11,0.0,0.0,3.44,-0.02,61.4,239.5,-961.86,-728.22,-728.22,497.08,370.33,454.65,454.65,752.93,276.24,276.24,844.14,3501.89,538.94,331.43,171.25,182.55,264.81,226.79,184.94,209.46,737.22,778.93,171.25,3926.58,364.35,2343.12,1366.18,3124.1,197.31,135.13,179.29,264.81,331.43,11633.1,339.99,2013.91,1982.51,1704.02,233.71,271.07,275.59,374.59,2.34,3.07
2007-02-28,SCHISM,suisun,5,38810.01,36102.26,2530.89,8399.95,31451.39,0.0,0.0,3.92,0.01,61.0,161.8,-1327.77,-1107.08,-1107.08,489.29,367.98,448.94,448.94,708.25,287.21,287.21,818.67,3145.29,510.77,351.33,171.25,172.77,259.64,225.27,187.76,207.51,741.57,730.61,173.64,3826.57,356.24,2249.17,1831.05,2997.14,191.67,125.99,179.29,259.64,351.33,10423.05,338.28,2058.73,2131.85,1741.44,233.71,270.2,275.81,388.01,2.36,3.53
2007-03-01,SCHISM,suisun,5,42103.95,39823.74,2740.88,7917.78,36347.43,0.0,0.0,4.26,0.03,60.0,115.0,-464.62,-212.67,-212.67,474.94,377.58,420.75,420.75,686.06,295.82,295.82,777.48,2816.65,449.99,368.83,167.99,164.07,256.18,222.03,179.51,199.92,751.9,695.81,171.25,3652.15,351.11,2130.49,1800.62,2862.75,180.81,133.83,162.77,256.18,369.47,10621.41,328.86,2012.94,2199.0,1632.39,233.06,269.99,271.5,412.89,2.36,3.87
2007-03-02,SCHISM,suisun,5,43066.75,41114.06,2898.67,9036.62,36679.01,0.0,0.0,4.34,-0.04,59.0,56.2,-193.6,142.0,142.0,505.51,393.76,408.01,408.01,617.2,303.12,303.12,756.44,2174.37,381.41,337.64,150.37,164.51,244.74,216.39,169.51,197.75,761.19,640.75,166.9,3457.96,355.81,2048.21,1732.78,2852.47,178.2,134.92,161.03,244.74,337.64,9633.63,323.93,1800.82,2028.53,1425.43,228.09,264.17,260.72,433.9,2.29,3.92
2007-03-03,SCHISM,suisun,5,42175.89,40414.69,3091.47,10008.72,35473.13,0.0,0.0,4.33,-0.2,59.8,42.0,256.49,704.56,704.56,471.35,348.33,398.02,398.02,605.93,316.43,316.43,713.01,1562.14,317.5,275.81,150.37,163.42,233.71,214.23,163.42,196.66,776.45,616.16,163.64,3312.73,356.45,1976.45,1552.43,2954.42,177.55,129.47,162.33,233.71,275.59,9481.55,315.57,1572.64,1766.04,1209.6,219.21,253.59,251.65,411.62,2.15,3.92
2007-03-04,SCHISM,suisun,5,40444.81,38852.67,3285.11,9632.01,34897.69,0.0,0.0,4.15,-0.19,60.4,38.5,838.28,1414.28,1414.28,445.97,337.21,388.44,388.44,553.21,316.43,316.43,672.98,1831.05,287.0,249.49,150.37,164.73,228.3,212.93,161.9,188.63,746.32,580.43,161.46,3320.26,343.84,1850.66,1283.12,2856.47,174.94,129.47,160.59,228.3,249.49,10431.97,305.05,1417.86,1585.31,1058.33,216.39,245.6,247.55,390.99,2.14,3.67
2007-03-05,SCHISM,suisun,5,37994.39,36530.0,3267.87,9358.61,32962.4,0.0,0.0,3.67,-0.15,60.8,64.1,1122.85,1734.23,1734.23,425.2,340.63,382.26,382.26,528.23,299.47,299.47,599.04,2049.97,273.65,215.31,150.37,159.29,212.93,212.93,159.07,184.29,697.89,513.93,149.5,3156.07,332.93,1720.38,1041.9,2660.04,168.64,129.47,158.85,212.93,215.31,10712.77,297.75,1305.56,1414.07,942.39,212.93,238.9,233.71,389.5,2.18,3.24
2007-03-06,SCHISM,suisun,5,35718.41,34324.52,3195.17,9384.83,30554.43,0.0,0.0,3.24,-0.0,60.8,100.2,1125.87,1777.92,1777.92,403.97,318.57,378.86,378.86,582.32,288.72,288.72,563.69,2358.56,265.03,203.6,150.37,149.5,212.93,202.95,156.03,179.94,640.33,559.49,149.5,2960.31,324.15,1631.0,930.14,2524.3,164.51,129.47,157.55,212.93,203.39,10965.41,285.92,1257.24,1309.97,881.26,212.93,231.12,232.2,376.51,2.31,2.76
2007-03-07,SCHISM,suisun,5,34156.29,32810.5,3111.77,9727.48,28477.5,0.0,0.0,2.65,-0.07,59.2,135.7,1072.62,1671.46,1671.46,406.31,297.54,381.63,381.63,586.29,268.69,268.69,592.14,2012.55,250.14,205.77,149.28,140.36,207.73,192.76,156.03,176.03,604.05,580.64,150.37,2724.48,315.57,1675.43,924.83,2376.88,156.03,129.26,140.36,207.94,205.77,11431.01,281.62,1190.08,1285.72,947.69,212.93,220.51,232.85,360.72,2.28,2.19
2007-03-08,SCHISM,suisun,5,32068.66,30755.13,3036.25,10099.59,25910.88,0.0,0.0,2.26,-0.34,59.6,162.2,1067.76,1724.45,1724.45,432.2,291.73,370.11,370.11,600.29,254.46,254.46,604.68,1382.15,219.21,252.51,129.91,147.97,206.64,192.1,148.19,171.25,554.88,584.83,150.37,2542.54,323.29,1700.08,1088.51,2469.72,157.33,124.9,137.75,206.64,252.3,8850.08,268.48,1117.44,1194.1,785.73,210.33,212.93,222.24,358.38,2.04,1.83
2007-03-09,SCHISM,suisun,5,27526.09,26222.99,2976.27,10283.79,21167.79,0.0,0.0,2.18,-0.57,60.2,85.9,1035.12,1710.22,1710.22,429.23,287.43,379.28,379.28,627.0,236.31,236.31,612.61,1550.25,220.08,257.7,129.47,151.24,198.62,190.15,144.27,171.25,562.43,616.16,148.19,2448.55,322.0,1642.86,1606.49,2500.29,157.77,129.47,139.92,198.62,257.48,8928.89,264.38,1106.93,1131.79,710.74,197.53,212.93,219.21,305.91,1.83,1.79
2007-03-10,SCHISM,suisun,5,24970.74,23670.34,2926.42,10161.73,18786.44,0.0,0.0,2.62,-0.59,62.2,44.7,1095.7,1894.3,1894.3,439.83,286.14,385.25,385.25,634.09,233.71,233.71,634.29,2163.11,233.5,242.15,141.66,156.68,192.1,182.55,146.89,167.55,579.39,630.96,150.37,2344.08,317.29,1559.96,1365.18,2435.85,161.9,129.47,150.8,192.1,241.71,9951.95,259.42,1106.93,1069.07,725.23,192.1,212.93,218.99,314.28,1.77,2.19
2007-03-11,SCHISM,suisun,5,25064.17,23780.82,2851.12,9761.3,19678.3,0.0,0.0,3.4,-0.4,66.0,37.5,1561.81,2373.19,2373.19,423.51,283.13,383.12,383.12,624.08,233.71,233.71,642.0,3971.4,384.61,233.71,150.37,157.98,194.71,176.46,152.98,165.16,587.96,637.0,150.37,2213.53,303.77,1454.51,1312.78,2172.04,160.81,129.47,153.85,194.71,233.5,12993.69,257.26,1397.92,1068.66,1117.24,192.1,207.07,215.74,337.21,1.96,2.98
2007-03-12,SCHISM,suisun,5,24470.64,23139.81,2776.35,9764.35,19020.41,0.0,0.0,4.43,-0.31,67.0,49.2,1586.96,2451.42,2451.42,409.28,282.26,390.57,390.57,641.79,214.01,214.01,640.75,5714.11,789.23,246.47,150.37,154.07,197.53,177.55,155.37,165.81,601.13,622.0,150.37,2012.35,287.0,1447.74,1138.25,1937.97,159.72,129.47,154.72,197.53,246.47,15378.33,256.62,2208.11,1734.56,2039.64,192.1,203.82,215.31,330.57,2.05,4.0
2007-03-13,SCHISM,suisun,5,23830.65,22467.19,2767.81,9610.66,18641.74,0.0,0.0,5.4,-0.33,68.0,153.2,1807.14,2700.49,2700.49,397.17,285.71,375.23,375.23,677.14,212.93,212.93,654.28,6547.59,1191.89,288.29,150.37,153.63,207.07,177.33,156.03,167.77,609.48,651.16,150.37,1861.25,274.08,1641.87,912.97,1912.55,159.07,129.47,154.72,207.07,288.29,16193.13,255.75,3032.42,2723.33,3020.1,192.1,195.79,211.19,332.72,2.04,4.99
2007-03-14,SCHISM,suisun,5,23171.76,21751.2,2665.18,9248.75,18290.16,0.0,0.0,5.9,-0.18,68.2,98.2,1800.17,2683.49,2683.49,388.87,278.82,358.8,358.8,715.29,212.93,212.93,682.74,7702.99,1740.07,444.7,152.54,153.63,236.96,177.77,158.2,166.68,617.41,691.04,150.37,1822.02,256.83,2087.92,961.76,2043.73,157.98,136.22,154.5,237.17,444.28,16911.06,245.39,4323.1,4217.34,4445.79,190.37,195.58,206.64,335.5,2.18,5.55
2007-03-15,SCHISM,suisun,5,22984.62,21526.08,2495.68,9086.79,18111.04,0.0,0.0,6.04,-0.06,68.0,86.5,1804.03,2764.87,2764.87,388.01,273.44,341.49,341.49,675.06,212.93,212.93,711.56,8005.32,1986.02,522.13,152.98,153.85,274.3,176.9,156.03,167.12,620.75,711.98,150.37,1847.92,249.28,2516.04,881.67,2366.27,158.42,132.09,154.5,274.51,522.13,17778.73,241.06,4864.15,4894.89,4940.42,182.11,195.14,204.47,338.92,2.29,5.74
2007-03-16,SCHISM,suisun,5,22979.43,21568.14,2425.37,9133.45,18106.48,0.0,0.0,5.75,-0.08,69.2,226.9,2062.03,3048.23,3048.23,390.78,259.42,323.08,323.08,704.93,199.27,199.27,703.69,7678.5,1970.99,506.35,153.41,153.63,301.83,176.68,155.81,170.38,623.25,684.2,150.37,2093.95,245.6,2769.73,945.85,2677.07,158.85,137.09,154.72,302.05,506.35,17126.2,238.04,4927.44,4949.19,5054.01,171.25,195.14,197.31,337.43,2.27,5.43
2007-03-17,SCHISM,suisun,5,23076.91,21693.58,2349.57,9145.89,18097.81,0.0,0.0,5.14,0.01,69.4,278.6,2095.82,3035.1,3035.1,364.35,252.51,303.55,303.55,768.2,192.1,192.1,702.86,8240.47,2262.72,727.3,161.03,153.63,343.2,182.98,156.9,164.07,626.58,698.92,150.37,2382.67,237.61,3000.37,915.22,3003.59,157.98,129.47,154.28,343.84,727.5,17403.66,233.5,5650.3,5820.08,5814.85,171.25,193.84,193.41,310.85,2.38,4.74
2007-03-18,SCHISM,suisun,5,22865.93,21500.79,2325.65,9019.75,17846.96,0.0,0.0,4.01,0.35,69.4,303.4,1978.53,2942.4,2942.4,365.42,243.44,284.42,284.42,788.41,192.1,192.1,751.48,8900.02,2431.03,832.85,169.29,153.2,393.34,186.46,162.12,163.64,635.54,751.9,150.37,2607.76,234.79,3394.05,1068.26,3344.56,157.33,136.66,153.85,393.12,832.85,18177.78,220.94,6106.15,6346.36,6218.73,171.25,186.46,192.1,308.49,2.7,3.76
2007-03-19,SCHISM,suisun,5,20913.34,19566.83,2360.37,9424.85,15403.16,0.0,0.0,2.9,0.5,67.6,272.0,1826.29,2802.38,2802.38,402.69,235.44,275.37,275.37,779.96,192.1,192.1,795.82,8721.57,2335.97,826.27,166.25,152.11,425.42,187.98,160.59,160.59,643.87,794.79,150.37,2881.02,235.01,3463.78,1211.61,3604.99,157.33,135.35,153.63,424.99,825.86,18473.91,217.04,6245.09,6675.21,6453.57,171.25,184.72,192.1,332.72,2.82,2.82
2007-03-20,SCHISM,suisun,5,19048.0,17763.85,2347.21,9610.62,13211.01,0.0,0.0,2.36,0.17,65.2,495.8,1922.22,2831.71,2831.71,388.65,228.09,261.58,261.58,796.65,192.1,192.1,785.94,6750.97,1641.28,543.56,154.07,152.76,391.21,178.86,154.94,152.33,655.94,782.64,150.37,3184.23,241.28,3200.29,1231.32,3504.14,157.11,133.39,154.5,390.99,543.35,15948.6,214.88,5555.48,6199.89,5943.54,171.25,180.38,192.1,295.17,2.51,2.13
2007-03-21,SCHISM,suisun,5,18906.78,17603.43,2256.07,9354.6,13010.94,0.0,0.0,1.89,-0.13,65.6,162.9,1365.59,2387.0,2387.0,416.93,220.08,244.95,244.95,827.3,192.1,192.1,803.85,4700.86,1041.9,501.09,151.02,154.5,319.86,174.07,156.03,154.28,671.11,800.15,150.37,3378.25,255.97,3308.58,1922.72,3567.9,157.11,137.75,152.54,320.07,501.09,13275.44,211.19,4799.51,5311.68,5085.57,171.25,175.6,185.37,284.2,2.21,1.61
2007-03-22,SCHISM,suisun,5,19038.06,17816.83,2237.04,9107.4,13861.17,0.0,0.0,1.56,-0.12,66.4,142.0,1835.46,2733.5,2733.5,417.78,217.26,243.01,243.01,830.38,192.1,192.1,826.07,5214.37,1031.54,426.05,150.37,158.85,308.49,174.73,151.46,150.37,687.1,836.34,150.37,3440.48,254.67,3439.73,1552.23,3618.65,160.16,131.65,152.54,308.7,426.05,14905.62,205.34,4529.22,4835.77,4478.77,171.25,171.25,175.81,291.95,2.2,1.3
2007-03-23,SCHISM,suisun,5,18880.92,17675.26,2263.73,8772.37,14076.74,0.0,0.0,1.39,-0.18,68.0,288.1,1992.56,2888.51,2888.51,438.14,212.93,245.6,245.6,812.91,192.1,192.1,837.78,6130.22,1097.22,375.23,150.37,157.33,314.71,175.81,152.33,150.37,710.74,816.61,150.37,3441.05,252.08,3512.39,1307.77,3665.43,161.03,147.54,150.37,314.93,375.23,16300.16,199.27,4564.55,4701.23,4290.76,171.25,171.25,176.9,220.08,2.15,1.17
2007-03-24,SCHISM,suisun,5,18297.05,17113.76,2261.02,8625.43,13549.98,0.0,0.0,1.57,-0.15,68.8,308.6,1925.94,2755.38,2755.38,407.37,217.69,254.46,254.46,824.42,192.1,192.1,819.08,8287.75,1561.74,452.75,150.37,157.98,332.5,182.33,157.33,150.37,728.54,813.11,150.37,3528.9,244.31,3590.75,1738.49,3751.76,159.29,134.48,151.46,332.5,452.53,19001.37,201.44,5203.82,5027.73,5177.78,171.25,171.25,177.55,245.6,2.2,1.37
2007-03-25,SCHISM,suisun,5,17885.09,16721.58,2328.43,8637.72,12914.36,0.0,0.0,2.11,-0.09,70.2,399.8,1738.36,2492.15,2492.15,406.73,257.26,252.08,252.08,774.8,189.28,189.28,835.31,9723.91,2071.19,722.54,157.11,155.81,357.74,189.72,167.12,150.37,742.19,815.38,150.37,3645.79,237.39,3621.46,2274.91,3900.53,157.33,148.84,155.15,357.74,722.54,20388.18,196.23,6171.53,6673.42,6317.16,171.25,171.25,176.9,321.15,2.26,1.89
2007-03-26,SCHISM,suisun,5,17628.29,16444.64,2368.55,8483.25,12559.56,0.0,0.0,2.66,0.05,71.4,647.0,1692.97,2530.47,2530.47,413.53,246.68,250.36,250.36,753.96,171.25,171.25,796.03,10551.91,2640.9,856.45,157.33,157.55,398.23,193.84,167.33,151.67,760.16,772.74,150.37,3820.61,230.04,4032.16,2398.86,4148.46,158.64,143.4,155.15,398.44,855.84,20993.12,199.48,7270.65,7780.3,7660.7,171.25,171.25,181.03,302.26,2.41,2.39
2007-03-27,SCHISM,suisun,5,17410.39,16026.2,2347.93,8283.42,12252.19,0.0,0.0,3.4,-0.17,69.2,558.5,1335.78,2157.31,2157.31,429.45,265.89,238.04,238.04,746.73,171.25,171.25,776.25,9948.33,2862.56,1085.27,169.51,159.51,463.11,201.87,167.12,151.67,778.93,758.5,150.37,3907.23,222.24,4042.19,2633.62,4346.55,161.68,135.13,156.03,463.53,1084.87,20284.01,194.49,7509.17,8706.76,7584.35,171.25,172.77,191.02,323.72,2.16,2.98
2007-03-28,SCHISM,suisun,5,16843.17,15608.05,2282.24,8195.53,12146.16,0.0,0.0,4.18,-0.23,70.0,230.6,1446.88,2211.13,2211.13,426.48,267.4,228.3,228.3,794.79,171.25,171.25,770.89,8316.45,2247.04,922.78,166.9,165.38,405.88,192.1,164.51,150.37,792.53,771.09,150.37,4037.54,232.42,4343.22,2780.03,4468.27,165.38,142.97,159.51,405.88,921.97,17735.96,197.31,6872.04,7519.58,7121.09,171.25,180.38,188.41,321.15,2.03,3.76
2007-03-29,SCHISM,suisun,5,17676.88,16492.35,2236.48,8152.02,13182.68,0.0,0.0,4.75,-0.2,71.6,159.9,1581.24,2315.27,2315.27,383.12,252.51,218.34,218.34,800.97,171.25,171.25,800.77,9290.61,2837.23,915.02,177.99,160.59,452.11,200.57,158.85,155.59,797.47,799.74,150.37,4206.98,229.17,5017.51,2401.56,4734.44,166.47,139.92,161.25,453.17,914.81,18987.97,197.31,7119.85,7147.87,7064.66,171.25,182.11,177.55,306.99,2.1,4.35
2007-03-30,SCHISM,suisun,5,17729.35,16615.24,2225.96,7737.52,13630.14,0.0,0.0,5.14,-0.23,73.0,259.0,1671.35,2356.99,2356.99,359.23,246.25,221.59,221.59,799.74,171.25,171.25,810.85,10088.92,3303.49,1042.91,184.72,166.03,534.53,211.63,161.68,160.38,798.5,799.74,150.37,4344.7,227.01,5314.95,1968.45,5027.73,171.9,146.23,168.2,534.95,1043.11,19668.85,196.88,7469.25,7509.87,7307.3,171.25,175.16,175.16,317.07,2.1,4.83
2007-03-31,SCHISM,suisun,5,17855.5,16742.56,2173.14,7558.29,13759.52,0.0,0.0,5.12,-0.18,72.6,352.7,1641.87,2378.85,2378.85,365.63,275.37,233.71,233.71,796.24,171.25,171.25,803.44,11035.18,3817.44,1432.01,212.06,170.6,631.17,230.04,165.38,171.25,798.91,799.74,150.37,4625.58,220.94,5614.67,1696.14,5352.37,176.03,150.37,175.16,631.59,1431.61,20773.41,198.4,8201.41,8273.92,8243.45,171.25,174.29,174.94,326.08,2.14,5.03
2007-04-01,SCHISM,suisun,5,18174.07,17036.26,2124.78,8175.11,13463.9,0.0,0.0,4.97,-0.31,71.0,256.6,1596.76,2329.8,2329.8,375.44,273.0,233.71,233.71,797.88,180.81,180.81,803.03,10697.72,3742.61,1422.64,231.12,171.25,673.19,230.04,166.68,171.25,797.27,799.74,150.37,4872.02,227.01,5597.48,2596.45,5617.02,178.86,135.35,178.64,674.44,1422.64,20521.59,194.49,8467.0,8887.32,8713.55,171.25,173.2,174.51,324.79,2.03,4.83
2007-04-02,SCHISM,suisun,5,17959.85,16852.34,2152.81,8507.76,12909.91,0.0,0.0,4.66,-0.38,70.6,224.8,1529.81,2287.81,2287.81,372.25,242.58,233.71,233.71,788.41,192.1,192.1,807.15,9165.27,3054.98,1164.28,203.6,168.64,607.81,220.29,166.03,171.25,779.96,799.74,150.37,5141.17,231.77,5759.26,2918.12,5658.26,180.16,129.47,176.25,608.44,1163.67,18412.69,193.84,7932.43,8366.66,8105.52,171.25,171.25,174.29,318.57,1.94,4.4
2007-04-03,SCHISM,suisun,5,17633.99,16584.69,2173.45,8110.24,13115.43,0.0,0.0,4.02,-0.34,70.4,242.6,1660.83,2432.4,2432.4,399.08,233.93,248.2,248.2,746.73,192.1,192.1,804.68,9048.28,2969.42,1057.11,191.24,155.37,615.74,224.84,164.29,171.25,779.96,783.26,150.37,5389.05,232.63,6034.42,2583.79,5800.23,178.64,129.47,174.73,615.95,1057.11,18539.97,193.19,7745.26,8025.51,7774.67,171.25,172.55,174.94,337.21,2.0,3.82
2007-04-04,SCHISM,suisun,5,17353.61,16335.2,2091.69,7900.03,12929.53,0.0,0.0,3.18,-0.21,71.8,229.8,1614.06,2380.52,2380.52,396.74,213.79,254.46,254.46,755.41,192.1,192.1,764.9,9042.72,2875.12,1074.34,184.94,154.5,635.96,229.6,165.6,171.25,779.96,743.22,150.37,5543.53,231.98,6135.61,3092.49,5925.53,175.16,129.47,169.29,636.17,1073.73,18876.84,195.58,7539.71,7903.78,7516.76,171.25,171.25,178.86,323.5,2.13,3.02
2007-04-05,SCHISM,suisun,5,17084.0,16089.59,1987.74,8790.19,11693.34,0.0,0.0,2.46,0.27,72.8,396.8,1808.59,2620.56,2620.56,382.05,214.01,251.87,251.87,760.16,189.06,189.06,752.72,10496.07,3391.79,1272.29,189.72,153.2,697.68,252.3,165.81,171.25,779.96,749.21,150.37,5738.31,229.82,6345.64,2501.63,6107.77,171.03,121.64,161.03,697.89,1272.69,20819.45,196.01,7800.54,7944.73,7826.58,174.29,171.25,181.9,317.29,2.53,2.34
2007-04-06,SCHISM,suisun,5,16386.2,15475.24,1920.77,8956.92,10854.04,0.0,0.0,2.25,-0.0,70.2,297.2,1801.19,2587.38,2587.38,371.61,212.93,254.46,254.46,745.9,175.81,175.81,760.16,10833.78,3797.67,1697.91,193.41,150.37,818.87,273.65,168.64,171.25,779.96,759.12,150.37,5931.65,229.82,6072.18,3284.08,6272.53,182.98,116.2,164.07,819.9,1697.52,21090.51,193.62,8422.26,8517.3,8971.83,186.24,171.25,184.07,243.44,2.3,2.1
2007-04-07,SCHISM,suisun,5,15238.2,14318.44,1884.15,8146.43,10507.19,0.0,0.0,2.39,-0.39,71.6,427.7,1958.96,2753.46,2753.46,419.9,209.89,254.03,254.03,760.16,171.25,171.25,760.16,8978.43,2943.02,1341.39,187.33,150.37,694.78,246.68,162.99,171.25,790.26,749.0,150.37,6124.3,234.58,6118.73,4209.02,6275.76,185.37,120.77,166.68,696.85,1341.79,18812.53,192.54,7828.69,8445.16,8621.5,191.89,171.25,180.81,225.49,2.01,2.28
2007-04-08,SCHISM,suisun,5,14262.93,13257.74,1882.75,7922.58,9721.12,0.0,0.0,3.15,-0.26,73.8,386.3,1884.32,2737.58,2737.58,366.91,220.73,242.79,242.79,759.33,171.25,171.25,760.16,9984.83,3302.55,1569.27,190.15,150.37,775.01,265.68,169.07,171.25,791.29,758.3,144.49,6245.99,236.52,6320.02,4100.45,6427.81,182.33,108.58,172.34,776.45,1568.28,19452.38,192.54,8392.54,8683.4,8885.23,192.1,171.25,187.98,282.7,2.06,2.82
2007-04-09,SCHISM,suisun,5,13735.88,12668.47,1841.71,7799.07,9141.46,0.0,0.0,4.09,-0.17,75.4,482.2,1845.13,2705.15,2705.15,331.22,213.79,243.66,243.66,723.78,171.25,171.25,760.16,11601.7,4046.64,1880.84,221.16,150.37,940.55,290.44,172.55,171.25,786.14,757.68,136.0,6309.99,240.42,6639.89,4044.23,6692.15,191.02,108.58,180.16,940.34,1880.05,20898.08,192.1,9213.31,9588.89,9413.04,192.1,173.64,192.1,255.54,2.16,3.68
2007-04-10,SCHISM,suisun,5,13596.54,12548.86,1827.47,4861.87,12137.08,0.0,0.0,4.98,-0.14,77.8,504.1,2079.04,3015.08,3015.08,261.15,258.34,233.71,233.71,720.47,171.25,171.25,742.19,12018.86,4522.23,2046.65,242.79,148.84,999.43,304.84,173.2,171.25,779.96,738.88,133.18,6421.01,246.9,7031.11,3668.24,6963.43,199.05,126.43,191.02,1000.04,2047.04,21599.78,192.1,9652.11,10092.87,9779.46,192.1,187.76,192.76,290.66,2.19,4.57
2007-04-11,SCHISM,suisun,5,13293.03,12401.01,1737.05,2595.56,13766.84,0.0,0.0,5.56,-0.14,77.8,579.3,1911.62,2766.89,2766.89,440.89,337.64,233.06,233.06,739.08,171.25,171.25,720.47,13390.48,5439.68,2485.1,340.85,147.97,1183.03,339.56,176.25,171.25,779.96,722.54,132.74,6586.34,254.46,7472.26,3501.51,7317.56,205.99,124.25,205.56,1184.64,2483.56,22600.21,192.76,10375.04,10829.85,10499.32,194.49,192.1,195.79,372.25,2.18,5.14
2007-04-12,SCHISM,suisun,5,12717.06,11815.11,1586.94,3018.85,12783.92,0.0,0.0,5.91,-0.08,77.6,326.1,1824.86,2707.85,2707.85,447.03,332.5,221.81,221.81,727.92,171.25,171.25,720.67,12711.18,5228.75,2594.72,329.5,151.67,1118.25,315.14,173.42,171.25,779.55,740.32,129.47,6819.89,254.46,7699.29,4078.75,7574.82,216.39,119.68,213.79,1120.27,2593.77,22330.32,195.58,10516.28,11186.18,10370.06,192.76,192.1,196.66,378.22,2.21,5.47
2007-04-13,SCHISM,suisun,5,12429.52,11598.5,1587.6,3062.16,13214.86,0.0,0.0,5.83,0.02,77.6,287.3,2547.2,3373.84,3373.84,439.83,332.72,215.09,215.09,738.46,171.25,171.25,740.32,12775.1,5258.95,2498.75,369.26,151.46,1146.93,317.93,171.25,171.25,775.84,726.47,129.47,7058.1,254.46,7944.9,3447.62,7780.48,216.83,125.99,221.38,1150.36,2498.94,22442.57,196.23,10696.69,10930.94,10820.97,193.19,192.1,196.01,363.07,2.33,5.48
2007-04-14,SCHISM,suisun,5,12580.07,11679.72,1570.19,3187.04,12163.02,0.0,0.0,5.34,-0.21,73.4,632.1,1831.89,2617.95,2617.95,427.33,326.72,212.93,212.93,691.87,171.25,171.25,740.32,12908.55,5402.84,2368.97,407.58,151.02,1221.27,316.43,170.6,171.25,770.47,728.74,129.47,7254.72,255.75,8265.87,3125.24,8027.09,226.36,129.47,233.93,1225.09,2367.82,22738.57,202.3,10709.35,11032.96,10659.74,193.84,192.1,195.79,355.6,2.15,5.07
