datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2013-10-27,RMA,base,3,7705.93,2392.8,2524.2,6081.99,0.0,1.0,294.0,3.84,0.01,7779.68,1719.47,872.58,846.89,6567.31,6567.31,441.79,12443.1,413.1,949.38,9659.01,9659.01,1495.66,4240.15,894.4,15528.26,14488.48,16082.99,573.97,598.61,14486.14,2454.18,12773.03,26302.84,14849.85,10323.11,436.87,388.15,772.13,18186.23,324.45,638.02,483.65,431.31,13136.45,914.39,156.76,2667.89,630.05,2049.14,392.2,502.27,13060.57,572.89,91.94
2013-10-28,RMA,base,3,7806.22,3172.86,2536.77,7020.84,0.0,1.0,295.0,4.87,0.08,7851.71,1558.63,791.72,766.91,5973.76,5973.76,476.95,12614.44,310.04,990.56,9203.37,9203.37,1518.84,3782.64,927.04,15874.06,14886.83,16354.7,627.94,654.6,14636.11,2212.2,12349.57,25781.61,15153.65,10175.98,470.44,391.75,689.11,17866.22,334.7,634.95,472.33,395.83,13429.05,802.45,163.25,2409.49,582.55,1875.11,310.03,471.58,13370.55,509.84,90.91
2013-10-29,RMA,base,3,7405.73,3506.64,2818.62,6851.54,0.0,1.0,248.0,5.45,0.18,7440.56,1368.32,602.21,766.11,5437.3,5437.3,499.84,12485.93,287.11,1015.73,8678.96,8678.96,1503.07,3350.42,923.66,15999.68,15228.11,16482.11,658.31,686.46,14825.02,1988.44,11989.2,25470.58,15119.43,9161.28,493.25,401.97,502.38,17666.32,341.52,544.87,461.64,358.58,13625.96,716.09,166.1,2137.51,560.01,1650.76,287.32,463.0,13555.19,481.22,89.26
2013-10-30,RMA,base,3,5823.02,3704.03,2341.11,6271.02,0.0,1.0,223.0,5.79,0.22,6181.15,1366.26,597.82,768.44,5363.79,5363.79,521.54,12384.75,254.06,1029.97,8511.45,8511.45,1518.33,3274.77,917.98,16217.57,15456.48,16686.34,689.6,718.0,15000.08,1936.37,12143.6,25942.49,15340.37,8499.12,514.32,412.59,371.64,18042.84,346.5,438.17,455.08,361.91,13766.89,727.68,164.88,2060.57,528.1,1595.41,252.93,469.21,13700.29,424.84,88.93
2013-10-31,RMA,base,3,8396.54,3798.53,1895.43,9119.71,0.0,1.0,242.0,5.65,0.11,8565.53,1461.34,667.67,793.67,5370.42,5370.42,540.6,12623.68,233.87,1038.4,8424.39,8424.39,1522.91,3297.13,913.02,16633.38,15686.34,16920.42,712.04,740.22,15181.36,1924.07,12327.25,26488.96,15845.16,8595.52,532.86,423.63,342.96,18459.09,353.09,372.23,456.08,369.3,13913.55,758.14,160.72,2036.7,449.03,1565.96,236.42,461.84,13937.18,375.89,88.56
2013-11-01,RMA,base,3,8545.84,3766.68,2969.71,8241.61,1.0,1.0,283.0,5.19,0.04,8708.9,1264.22,603.98,660.24,5097.63,5097.63,561.33,12539.47,247.76,1028.63,8157.77,8157.77,1497.42,3086.13,892.81,16822.98,15949.13,17089.29,723.77,750.03,15362.92,1814.77,12074.2,26337.37,15889.51,8490.9,553.59,434.6,330.31,18305.07,358.95,332.46,461.18,353.01,14066.61,693.75,166.03,1918.17,411.56,1482.06,256.4,446.33,14101.12,362.0,88.91
2013-11-02,RMA,base,3,9129.99,3557.35,4953.25,5115.52,1.0,1.0,347.0,4.32,0.03,9236.59,2850.31,2252.17,598.14,4708.5,4708.5,593.65,11876.67,286.27,1003.4,7603.87,7603.87,1466.4,2660.07,864.95,16668.16,16084.69,16968.27,736.82,759.81,15508.06,1667.77,11613.45,25798.17,15545.43,7745.67,585.44,450.76,318.07,17913.16,361.37,306.85,469.39,333.05,14148.61,585.34,174.07,1680.87,382.46,1337.22,301.37,423.95,14053.18,356.46,87.61
2013-11-03,RMA,base,3,9968.51,3318.2,3505.0,7221.53,1.0,1.0,423.0,3.44,-0.03,10074.11,2786.32,2191.26,595.06,4291.99,4291.99,627.25,11177.77,343.37,972.07,6986.66,6986.66,1427.1,2279.19,817.43,16375.96,16019.92,16665.15,750.72,770.8,15572.06,1528.53,11082.55,25238.75,15179.73,7132.5,619.68,468.86,321.74,17429.61,363.48,298.88,481.68,322.78,14109.44,503.08,176.33,1457.92,377.4,1198.78,363.41,411.29,13883.22,376.64,86.88
2013-11-04,RMA,base,3,9876.0,3093.53,3946.39,6790.28,1.0,1.0,486.0,2.67,0.0,10002.71,2440.94,1894.55,546.39,3936.67,3936.67,661.43,11103.27,409.56,935.71,6474.83,6474.83,1383.95,2020.96,743.88,16180.85,15849.61,16365.28,757.14,772.01,15567.84,1399.05,10651.24,24989.68,15153.55,6923.85,654.77,492.88,340.05,17122.3,363.77,305.7,494.04,318.36,14029.74,454.11,174.07,1293.32,393.51,1091.59,431.26,407.23,13789.78,402.22,85.9
2013-11-05,RMA,base,3,10374.23,2973.28,4026.33,6910.65,1.0,1.0,554.0,2.13,0.13,10497.79,2651.79,2063.54,588.25,3716.43,3716.43,685.46,11486.98,472.84,892.06,6151.5,6151.5,1338.57,1866.71,700.64,16107.86,15726.62,16148.35,740.13,749.24,15544.44,1316.4,10340.65,24947.83,15256.99,6977.1,680.38,526.49,381.97,16949.43,361.42,324.02,506.37,312.24,14037.28,425.34,169.56,1185.92,425.56,1015.74,495.86,411.59,13865.59,444.71,85.32
2013-11-06,RMA,base,3,11565.15,2857.46,5002.27,7131.95,1.0,1.0,604.0,1.87,0.24,11932.36,2754.71,2179.71,575.0,3669.27,3669.27,689.01,11645.17,533.26,857.62,6028.31,6028.31,1291.08,1743.23,708.35,16044.34,15677.99,16021.54,717.06,724.64,15537.16,1287.18,10268.4,25138.88,15208.37,6699.6,686.29,557.11,439.0,17004.11,354.44,347.98,518.05,306.09,14115.91,398.57,164.76,1111.37,464.09,966.75,557.4,421.18,13970.95,488.33,85.04
2013-11-07,RMA,base,3,11744.99,2793.3,5077.34,7026.21,1.0,1.0,622.0,1.82,0.2,11952.93,2743.53,2209.52,534.01,3653.27,3653.27,681.24,11070.2,584.02,835.92,6005.08,6005.08,1249.98,1621.49,709.92,15908.11,15614.7,15980.52,702.04,709.87,15519.09,1272.62,10365.35,25457.12,14915.26,5697.02,679.92,577.75,497.36,17212.0,346.83,374.63,532.61,303.54,14123.92,371.66,161.62,1040.1,496.27,929.36,601.67,426.98,13912.34,520.53,84.76
2013-11-08,RMA,base,3,11537.53,2740.8,5097.45,6662.98,1.0,1.0,652.0,1.94,0.13,11696.71,2797.47,2232.35,565.12,3675.36,3675.36,671.96,10166.94,615.0,825.72,6091.13,6091.13,1220.53,1549.56,711.65,15790.28,15491.33,16051.07,691.88,700.21,15467.03,1277.53,10549.76,25816.65,14628.5,5419.76,671.28,591.32,550.89,17470.31,338.55,402.47,550.85,303.62,14028.95,353.78,160.25,1003.8,523.7,916.42,627.44,430.68,13722.83,543.69,84.92
2013-11-09,RMA,base,3,11541.68,2688.62,5684.38,5997.38,1.0,1.0,689.0,2.26,0.12,11642.98,2761.77,2205.8,555.97,3400.69,3400.69,663.43,9113.47,640.73,815.68,5728.33,5728.33,1193.21,1313.92,704.14,15540.16,15326.31,16003.27,682.97,691.33,15383.41,1206.26,10078.42,25293.2,14156.87,5451.65,662.75,596.87,592.94,17006.16,334.49,435.76,570.63,287.51,13828.83,312.89,159.89,911.11,540.23,862.25,656.71,435.78,13408.33,559.47,84.49
2013-11-10,RMA,base,3,11413.3,2633.0,4997.85,6522.16,1.0,1.0,738.0,2.66,0.02,11527.75,2751.22,2205.44,545.78,3162.61,3162.61,656.23,8323.01,674.44,799.39,5338.35,5338.35,1163.38,1120.48,689.76,15214.12,15084.36,15824.02,674.74,682.98,15252.45,1139.95,9659.25,24886.66,13665.19,5184.15,655.55,596.82,620.18,16628.79,329.4,468.93,590.1,275.99,13523.07,284.29,161.98,808.93,553.44,792.51,694.56,439.82,13026.78,567.71,83.7
2013-11-11,RMA,base,3,11653.6,2580.0,5181.62,6599.27,1.0,1.0,735.0,2.93,0.02,11784.04,2657.62,2163.45,494.17,3080.58,3080.58,649.76,7811.28,712.73,784.47,5227.08,5227.08,1136.75,1039.43,677.29,14922.52,14793.57,15680.33,666.44,674.68,15076.89,1112.98,9577.76,24934.35,13273.51,4892.71,649.16,595.07,647.96,16586.45,321.45,496.54,607.77,272.84,13186.69,271.21,166.2,748.35,567.89,752.72,729.24,440.82,12655.04,573.28,83.32
2013-11-12,RMA,base,3,11385.69,1582.16,5175.45,5363.14,1.0,1.0,744.0,3.1,0.01,11515.04,2658.1,2131.56,526.54,2934.34,2934.34,642.31,7326.66,734.17,771.04,5010.63,5010.63,1109.87,947.6,663.54,14613.39,14507.01,15554.36,656.59,664.42,14890.13,1064.22,9278.96,24683.48,12834.17,4802.78,641.59,592.75,679.83,16292.77,314.96,516.75,622.63,265.38,12864.96,254.48,171.44,703.26,578.78,723.05,737.89,438.63,12321.41,579.97,83.11
2013-11-13,RMA,base,3,10941.25,1538.25,4491.1,5565.11,1.0,1.0,744.0,3.18,-0.03,11054.35,2625.06,2114.13,510.93,2939.68,2939.68,634.95,6976.6,737.06,757.67,4978.51,4978.51,1087.69,931.93,652.41,14408.34,14215.33,15438.18,648.51,656.49,14675.43,1051.99,9314.66,24840.78,12575.27,4648.65,634.43,589.52,704.86,16375.73,307.8,525.13,634.73,268.65,12525.27,250.1,176.49,670.08,580.72,699.48,742.04,434.8,11997.44,575.27,82.63
2013-11-14,RMA,base,3,10682.65,1505.4,4597.36,5038.55,1.0,1.0,737.0,3.16,0.0,10790.21,2779.66,2212.58,567.08,3189.79,3189.79,625.8,6782.11,739.09,751.05,5381.53,5381.53,1073.39,1061.04,650.31,14447.07,13980.37,15466.8,641.75,650.45,14452.19,1105.21,9884.92,25594.32,12559.86,4617.03,625.67,583.81,718.1,17010.26,300.28,527.68,644.54,287.34,12239.54,261.51,185.0,695.77,579.89,708.62,744.99,429.99,11733.7,571.73,82.88
2013-11-15,RMA,base,3,9996.12,1457.93,4592.1,4471.97,1.0,1.0,718.0,3.08,-0.04,10091.09,2567.06,2074.05,493.01,3432.4,3432.4,615.84,6598.14,741.28,751.77,5811.47,5811.47,1067.68,1217.95,651.62,14556.07,13852.69,15645.62,636.79,645.79,14273.42,1158.58,10423.97,26195.14,12593.06,4920.04,615.76,578.5,726.13,17568.55,297.4,530.31,651.58,307.14,12008.14,277.04,188.94,758.9,580.88,741.52,741.7,424.58,11521.99,570.21,83.63
2013-11-16,RMA,base,3,9364.65,1414.7,5209.19,3130.48,1.0,1.0,718.0,2.84,-0.06,9419.11,2585.57,2068.41,517.16,3575.29,3575.29,608.61,6449.33,740.65,751.68,6025.92,6025.92,1062.84,1339.17,651.7,14688.64,13783.64,15818.33,632.07,640.75,14130.4,1187.8,10730.26,26483.32,12655.48,5261.59,608.42,574.72,733.37,17875.15,298.0,534.4,655.71,320.31,11772.13,294.26,188.45,813.49,583.99,766.0,730.7,420.81,11312.25,573.76,83.94
2013-11-17,RMA,base,3,8666.61,1369.93,4111.53,3548.95,1.0,1.0,724.0,2.57,-0.01,8748.99,2526.27,2042.43,483.84,3795.28,3795.28,601.79,6461.61,735.41,751.74,6353.21,6353.21,1056.87,1506.39,657.65,14885.82,13762.42,16032.44,626.54,634.9,14010.05,1228.74,11197.32,26997.06,12834.73,5382.13,601.47,566.89,737.04,18384.86,300.02,536.73,658.36,334.64,11534.47,322.67,190.08,883.97,585.49,804.95,721.71,419.79,11144.95,572.58,84.43
2013-11-18,RMA,base,3,8216.95,1311.07,3560.07,3604.93,1.0,1.0,718.0,2.27,-0.03,8305.33,2524.41,2041.31,483.1,4050.88,4050.88,596.03,6607.53,728.9,756.4,6818.82,6818.82,1053.93,1729.08,670.28,15129.39,13824.39,16280.64,624.8,633.13,13940.55,1280.3,11764.33,27628.49,13062.71,5524.63,595.36,559.68,736.29,19011.5,304.34,538.36,659.07,350.14,11357.8,362.56,194.67,983.71,583.8,862.86,722.08,419.03,11090.98,566.39,85.02
2013-11-19,RMA,base,3,7591.46,1276.48,4057.71,2507.27,1.0,1.0,705.0,2.03,-0.09,7699.51,2484.98,2008.78,476.2,4515.09,4515.09,594.25,6842.69,725.21,773.27,7633.76,7633.76,1063.58,2093.35,697.83,15511.79,14008.02,16704.8,628.8,637.57,13955.75,1392.34,12712.35,28715.11,13431.11,5867.41,593.26,553.71,732.35,20010.74,310.27,537.38,658.42,375.96,11266.79,423.3,193.85,1146.16,575.56,966.64,723.2,417.92,11166.13,556.24,85.77
