datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl.1,vcu.1,mtz,god,gzl,frk,bac,hol,ori,model_out_sf_tidal_filter,model_out_sf_tidal_energy
2013-10-24,SCHISM,cache,1,7316.68,7080.54,1627.7,2105.85,7131.17,1.0,1.0,1.8,2.38,90.8,83.6,376.24,1691.13,1691.13,732.47,698.72,643.87,678.38,515.82,839.21,21788.8,12811.92,10047.98,3509.58,826.89,7295.26,2192.21,334.86,265.24,564.1,700.58,334.64,13292.69,1074.34,12435.99,9783.77,11685.35,1364.18,171.25,1836.74,7303.05,10048.33,37498.01,419.69,515.82,643.87,12097.66,15084.2,14542.33,478.95,399.72,447.24,705.56,0.09,-2.18
2013-10-25,SCHISM,cache,1,7484.76,7235.46,2327.82,2396.66,7899.7,1.0,1.0,2.28,2.26,90.4,75.7,559.47,1886.87,1886.87,667.79,569.76,632.42,695.81,500.03,808.38,22909.89,13205.73,9941.44,3917.47,853.17,6880.04,2169.91,380.35,285.92,603.22,701.83,320.5,12251.41,1057.92,11986.04,10128.29,11860.94,1664.58,171.25,2162.34,6894.1,9940.24,34846.22,365.42,500.03,632.42,13170.52,14937.25,16218.58,460.78,408.01,448.09,603.63,-0.03,-0.87
2013-10-26,SCHISM,cache,1,6816.61,6604.14,2553.19,2428.27,7522.34,1.0,1.0,3.06,2.2,92.6,319.0,899.81,2321.19,2321.19,666.54,542.72,531.38,491.6,479.79,731.02,23867.9,13930.24,9695.44,3755.49,855.63,6358.54,2139.04,392.7,301.19,664.05,530.54,316.86,11848.24,1074.13,11370.83,9760.66,12088.37,1637.53,196.88,2162.92,6374.83,9693.88,34084.31,361.79,479.79,531.38,14633.78,15538.7,18110.94,434.96,412.26,449.78,586.71,-0.06,0.03
2013-10-27,SCHISM,cache,1,5891.06,5723.32,2653.35,2648.83,6498.53,1.0,1.0,3.99,2.26,92.8,173.1,776.05,2261.62,2261.62,601.13,495.19,456.76,356.03,462.26,616.37,27008.25,16529.73,11209.51,4888.3,1319.78,7080.99,2458.17,471.77,325.22,691.87,379.28,314.93,12031.89,1265.06,11213.59,9446.44,12616.77,2008.26,334.43,2589.93,7097.49,11208.49,36124.19,368.62,462.26,456.76,16566.1,18618.79,20081.91,451.05,422.66,450.63,526.13,0.0,1.06
2013-10-28,SCHISM,cache,1,7798.18,7583.03,2663.36,2196.34,8813.62,1.0,1.0,4.92,2.33,92.6,101.1,649.51,2224.86,2224.86,569.13,513.09,418.84,366.7,450.63,425.42,26889.83,16839.12,12051.34,5270.77,1710.72,7025.25,2573.63,501.3,356.88,632.42,366.06,300.97,12357.73,1280.11,10837.88,11128.26,13158.62,2173.59,739.91,3108.21,7048.33,12049.14,35627.83,381.2,450.63,418.84,16956.17,19556.22,21183.85,490.55,420.75,446.4,528.44,0.06,1.89
2013-10-29,SCHISM,cache,1,8210.8,7792.92,2563.77,1797.77,9557.25,1.0,1.0,5.47,2.42,93.0,112.6,693.04,2331.87,2331.87,546.7,441.1,414.17,318.57,432.41,384.18,26695.44,16801.66,11977.41,4970.94,1459.28,6870.97,2432.19,466.07,367.77,504.25,329.72,283.77,12628.21,1312.57,10725.08,10736.54,13350.97,2059.7,468.39,2839.33,6898.19,11974.37,34968.76,381.41,432.41,414.17,17393.39,19651.96,21868.77,501.51,422.23,445.76,436.02,0.16,2.35
2013-10-30,SCHISM,cache,1,8398.2,8085.98,2290.53,2820.01,8537.8,1.0,1.0,5.73,2.43,92.6,83.3,752.37,2445.68,2445.68,472.83,409.28,393.34,270.85,418.84,360.72,26625.28,17124.9,12347.27,5048.35,1553.42,6942.28,2421.21,468.6,379.07,417.78,274.94,262.01,12734.57,1350.79,10944.76,10778.59,13604.4,2057.95,289.58,2833.99,6970.9,12343.73,34548.4,381.2,418.84,393.34,17571.11,20018.19,22408.33,522.76,418.84,450.42,409.5,0.14,2.54
2013-10-31,SCHISM,cache,1,8852.04,8566.83,1998.23,4869.4,6675.05,1.0,1.0,5.55,2.34,92.0,94.8,788.98,2475.26,2475.26,399.93,390.57,366.49,278.17,418.84,314.71,26146.16,16906.81,12126.4,4817.09,1396.92,6783.39,2317.82,455.71,386.31,382.69,276.02,233.71,12854.11,1369.17,11021.71,10585.98,13601.06,2013.13,313.64,2684.33,6813.31,12123.7,34191.27,397.59,418.84,366.49,17562.32,19904.34,22573.44,549.01,422.66,454.65,384.82,0.04,2.23
2013-11-01,SCHISM,cache,1,9028.09,8809.7,1706.35,3261.89,8626.16,1.0,1.0,5.03,2.28,91.8,174.8,1328.4,2645.4,2645.4,339.99,356.88,375.66,311.28,418.84,295.82,25890.03,16732.13,11852.64,4518.73,1214.63,6641.14,2258.07,502.14,398.65,359.66,298.4,212.49,12910.57,1378.56,11037.4,10170.4,13387.47,1943.83,335.93,2490.87,6672.89,11848.92,33704.06,398.44,418.84,375.66,17464.6,19477.01,22435.59,578.76,431.35,463.11,342.99,0.0,1.59
2013-11-02,SCHISM,cache,1,9411.2,9277.19,1475.95,3816.53,8176.28,1.0,1.0,4.18,2.26,91.4,419.0,1524.66,2852.24,2852.24,340.42,359.02,378.0,350.04,418.84,322.65,25708.11,16912.04,11856.03,4342.12,1108.54,6663.61,2227.87,544.4,419.9,346.84,318.79,226.79,12847.73,1418.46,10971.21,9943.51,13220.64,1925.07,316.43,2390.19,6693.93,11852.3,33134.79,409.28,418.84,378.0,17429.73,19354.27,22417.21,617.2,433.47,475.78,344.7,-0.05,0.69
2013-11-03,SCHISM,cache,1,10202.44,10024.06,1338.86,3937.1,8505.78,1.0,1.0,3.33,2.21,91.2,419.4,1320.98,2657.84,2657.84,354.74,372.89,378.0,390.78,418.84,347.69,24915.84,16479.42,11509.34,3776.4,969.3,6265.9,2073.72,540.2,425.84,332.72,349.62,343.42,12797.3,1387.34,10801.66,10277.74,12967.5,1835.17,316.43,2191.24,6295.29,11507.64,32528.32,418.84,418.84,378.0,17067.59,18959.71,22238.8,653.24,442.59,510.98,359.23,-0.07,-0.15
2013-11-04,SCHISM,cache,1,10036.08,9843.84,1251.72,4948.42,7341.75,1.0,1.0,2.6,2.26,90.6,118.5,1120.86,2443.34,2443.34,375.02,398.65,378.0,430.51,418.84,370.75,24364.4,16340.36,11549.93,3728.79,905.61,6061.4,2026.2,546.49,424.36,326.72,381.84,383.76,12644.38,1380.56,10717.56,10458.71,12813.27,1773.31,321.57,2089.87,6090.34,11548.23,32506.21,423.72,418.84,378.0,16866.59,18628.5,22131.51,643.25,460.78,565.36,386.52,0.04,-0.81
2013-11-05,SCHISM,cache,1,9908.2,9487.14,1189.27,4995.59,7184.35,1.0,1.0,2.11,2.38,90.0,92.9,1175.37,2491.84,2491.84,391.21,413.11,378.0,466.7,421.81,396.95,24291.07,16389.73,11332.39,3677.03,806.73,6141.54,2094.34,518.98,434.32,322.86,419.69,331.0,12598.58,1378.76,10676.68,11038.93,12783.34,1726.09,336.14,2069.82,6168.83,11331.03,32826.45,435.17,421.81,378.0,16563.48,18507.75,22128.18,647.62,487.18,582.53,399.29,0.15,-1.23
