datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2009-11-01,RMA,suisun,7,9504.0,1959.0,6810.0,4059.38,1.0,0.0,409.33,3.03,-0.07,9868.7,1731.98,958.31,773.67,5206.51,5206.51,441.01,12295.17,466.96,713.38,7659.72,7659.72,1097.31,1935.24,642.16,13974.73,13260.52,14172.2,491.15,503.77,13804.34,1708.47,10581.75,22551.54,13794.42,10103.2,439.81,395.09,827.65,15343.83,297.78,622.95,518.42,351.22,12985.51,425.74,157.05,1196.66,462.47,1100.53,401.6,350.85,12652.97,400.03,87.51
2009-11-02,RMA,suisun,7,9533.7,1745.0,7283.0,1883.4,1.0,0.0,458.04,3.72,-0.02,9948.03,3126.08,2526.63,599.45,5363.08,5363.08,467.22,12638.6,409.22,788.54,7863.8,7863.8,1170.37,2199.77,718.28,14473.72,13441.27,14559.67,536.15,551.58,13708.06,1898.21,11010.23,24070.15,14289.2,10077.32,465.24,415.18,814.35,16206.18,309.05,622.73,510.42,386.9,13036.01,459.32,154.58,1318.15,409.83,1195.54,408.13,369.85,12909.44,398.25,88.18
2009-11-03,RMA,suisun,7,9507.3,1616.0,4421.0,4523.04,1.0,0.0,504.54,4.35,0.08,9840.33,3111.84,2512.28,599.56,5510.83,5510.83,494.84,13024.99,409.4,867.35,8105.82,8105.82,1245.05,2507.41,792.49,15083.08,13800.45,15098.9,581.15,599.13,13783.52,2039.34,11477.62,25440.9,14864.47,10079.57,492.06,427.64,797.72,17132.8,324.05,619.34,502.23,424.21,13170.93,508.85,155.11,1496.87,407.36,1317.36,439.79,375.4,13201.69,408.0,88.82
2009-11-04,RMA,suisun,7,9585.4,1578.0,4371.0,4626.87,1.0,0.0,528.08,4.85,0.32,9898.5,3065.93,2478.63,587.3,5817.62,5817.62,531.34,13561.52,426.17,953.12,8578.6,8578.6,1338.03,2955.1,878.32,15930.89,14293.06,15868.7,636.23,656.66,13996.38,2224.46,12215.96,27083.77,15664.53,10137.41,527.7,441.6,749.51,18388.05,342.97,612.55,495.39,481.84,13381.7,601.17,156.45,1746.14,418.72,1472.97,481.47,374.88,13575.9,416.83,89.28
2009-11-05,RMA,suisun,7,9373.1,1523.0,4420.0,4461.75,1.0,0.0,547.13,4.93,0.29,9691.18,2842.26,2332.43,509.83,5932.05,5932.05,571.63,14064.99,452.47,1037.91,8927.12,8927.12,1414.53,3242.5,955.02,16749.82,14886.64,16728.12,691.14,713.42,14312.5,2318.46,12670.38,28002.83,16447.83,10215.09,567.19,457.72,619.81,19119.92,363.63,604.35,491.06,516.9,13662.16,657.81,159.89,1966.61,431.08,1630.8,514.13,373.26,13977.56,427.19,90.22
2009-11-06,RMA,suisun,7,8794.5,1459.0,4392.0,3982.77,1.0,0.0,581.25,4.73,0.15,9152.73,2757.27,2236.96,520.31,5621.24,5621.24,602.11,14255.65,483.95,1080.48,8537.48,8537.48,1444.22,2994.3,978.5,17065.59,15391.51,17146.0,730.82,754.55,14640.18,2190.66,12358.66,27648.73,16744.96,10210.77,596.79,473.25,526.7,18844.03,375.43,598.72,490.01,493.74,13948.87,598.53,166.93,1885.29,446.35,1606.35,536.86,372.24,14266.99,439.38,89.49
2009-11-07,RMA,suisun,7,9809.8,1427.0,3590.0,5929.17,0.0,0.0,611.92,4.25,0.03,10171.4,2505.43,2079.23,426.2,5360.34,5360.34,636.16,14330.02,513.3,1100.83,8133.39,8133.39,1466.41,2697.35,993.9,17188.25,15728.98,17258.38,770.12,794.63,14927.86,2111.04,12015.16,27272.56,16841.97,10174.55,630.26,490.44,513.61,18524.0,381.81,591.4,491.95,502.11,14196.98,525.73,163.01,1733.04,459.43,1524.3,561.22,373.21,14455.26,452.75,88.87
2009-11-08,RMA,suisun,7,9183.9,1392.0,4473.0,4612.46,0.0,0.0,608.75,3.59,-0.13,9586.31,2394.81,1892.84,501.97,4968.38,4968.38,672.59,14274.41,541.55,1112.05,7446.33,7446.33,1466.52,2181.91,999.18,17034.2,15908.03,17074.97,799.65,823.57,15137.56,1992.77,11357.01,26519.65,16686.04,10079.33,666.44,511.71,527.22,17842.16,385.13,583.28,497.88,497.92,14392.99,412.51,159.4,1479.91,474.55,1395.88,591.16,376.96,14546.43,468.93,88.01
2009-11-09,RMA,suisun,7,9721.8,1340.0,4447.0,5460.86,0.0,0.0,647.67,2.94,-0.1,10314.58,2258.91,1746.73,512.18,4671.56,4671.56,705.25,14244.2,568.98,1115.93,6873.26,6873.26,1460.55,1762.62,1000.79,16808.88,15972.57,16788.68,820.59,843.83,15293.53,1898.65,10836.03,26071.44,16486.13,10003.06,699.1,535.51,546.58,17402.45,389.5,574.06,507.94,493.1,14551.23,346.86,162.4,1242.64,488.05,1270.29,611.41,382.31,14613.99,484.82,86.84
2009-11-10,RMA,suisun,7,9561.2,1320.0,4451.0,5429.61,0.0,0.0,675.33,2.51,-0.18,10150.3,2084.93,1589.7,495.23,4396.02,4396.02,732.88,14237.61,591.57,1117.16,6427.47,6427.47,1452.79,1434.84,1004.64,16597.56,15989.2,16558.9,837.71,860.23,15404.18,1814.25,10352.6,25683.99,16306.68,9921.25,726.86,560.55,568.69,16996.18,394.09,565.46,521.73,488.34,14692.94,304.85,162.34,1066.26,503.39,1183.48,626.92,387.43,14677.15,502.66,86.1
