datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2009-11-01,RMA,base,7,9504.0,1959.0,6810.0,4059.38,1.0,0.0,409.33,3.03,-0.07,9868.7,1731.98,958.31,773.67,5171.12,5171.12,442.75,12298.21,471.44,719.42,7316.77,7316.77,1095.45,2018.67,652.35,14088.57,13602.72,14239.73,495.16,507.74,13979.14,1722.45,10580.83,22470.15,13711.1,9856.12,441.36,395.3,827.31,15391.63,299.27,620.99,517.61,355.38,13061.78,441.88,157.06,1233.37,461.98,1113.99,401.49,351.39,12886.09,401.59,87.53
2009-11-02,RMA,base,7,9533.7,1745.0,7283.0,1883.4,1.0,0.0,458.04,3.72,-0.02,9948.03,3126.08,2526.63,599.45,5338.03,5338.03,471.16,12483.77,412.24,798.14,7542.48,7542.48,1170.02,2308.05,732.31,14451.48,13796.39,14488.46,542.49,557.8,13943.53,1911.03,11015.75,23903.96,14035.22,9779.76,468.95,415.71,813.86,16216.62,311.41,620.39,509.32,392.69,13157.77,483.61,154.61,1378.85,409.87,1223.75,408.07,369.9,13103.98,398.76,88.2
2009-11-03,RMA,base,7,9507.3,1616.0,4421.0,4523.04,1.0,0.0,504.54,4.35,0.08,9840.33,3111.84,2512.28,599.56,5500.83,5500.83,500.62,12690.04,411.24,880.93,7807.65,7807.65,1247.75,2627.45,810.61,14907.71,14093.58,14893.39,590.05,607.98,14029.38,2052.75,11484.15,25186.24,14422.63,9701.03,497.59,428.9,797.29,17082.9,327.45,616.71,501.0,432.18,13292.23,543.57,155.11,1574.14,407.73,1357.48,439.62,375.32,13330.39,408.39,88.83
2009-11-04,RMA,base,7,9585.4,1578.0,4371.0,4626.87,1.0,0.0,528.08,4.85,0.32,9898.5,3065.93,2478.63,587.3,5827.0,5827.0,539.29,12942.54,427.34,970.59,8287.76,8287.76,1342.56,3081.17,900.56,15547.31,14490.97,15517.36,647.93,668.29,14219.27,2240.21,12204.06,26693.22,14962.39,9604.59,535.36,443.87,748.56,18226.24,347.64,609.72,494.24,492.15,13474.85,650.12,156.44,1836.47,419.62,1525.68,481.22,374.95,13618.84,417.67,89.29
2009-11-05,RMA,base,7,9373.1,1523.0,4420.0,4461.75,1.0,0.0,547.13,4.93,0.29,9691.18,2842.26,2332.43,509.83,5956.06,5956.06,581.67,13160.67,453.23,1058.62,8623.22,8623.22,1421.1,3367.64,980.77,16198.76,14982.23,16204.43,705.79,728.05,14497.13,2338.93,12637.76,27487.23,15500.27,9547.13,576.89,461.1,618.4,18876.29,369.58,601.45,490.24,529.44,13697.86,715.47,159.87,2059.45,432.42,1686.76,513.95,373.7,13907.68,428.63,90.25
2009-11-06,RMA,base,7,8794.5,1459.0,4392.0,3982.77,1.0,0.0,581.25,4.73,0.15,9152.73,2757.27,2236.96,520.31,5650.14,5650.14,613.64,13301.56,483.86,1102.1,8209.04,8209.04,1453.34,3121.96,1005.21,16540.17,15429.56,16581.8,747.94,771.67,14800.33,2214.53,12356.77,27184.78,15806.31,9471.67,607.95,477.5,526.23,18658.42,381.8,595.98,489.76,506.61,13911.51,650.48,166.86,1971.79,448.15,1654.29,536.75,373.18,14123.28,441.37,89.54
2009-11-07,RMA,base,7,9809.8,1427.0,3590.0,5929.17,0.0,0.0,611.92,4.25,0.03,10171.4,2505.43,2079.23,426.2,5396.29,5396.29,649.41,13439.63,512.8,1122.79,7787.13,7787.13,1475.6,2830.22,1020.74,16710.46,15755.81,16698.46,788.87,813.28,15080.31,2136.15,12068.52,26937.15,15984.95,9401.63,643.12,495.57,513.69,18442.84,388.55,588.88,492.51,514.69,14117.28,572.53,163.07,1818.97,461.76,1571.53,561.11,374.9,14301.68,455.35,88.91
2009-11-08,RMA,base,7,9183.9,1392.0,4473.0,4612.46,0.0,0.0,608.75,3.59,-0.13,9586.31,2394.81,1892.84,501.97,5002.2,5002.2,687.37,13523.86,540.86,1133.69,7084.54,7084.54,1476.28,2321.33,1025.45,16642.45,15947.48,16534.23,819.64,843.39,15294.26,2017.15,11474.59,26355.09,15964.59,9278.23,680.86,517.89,527.43,17898.07,392.33,581.11,499.44,510.0,14296.29,448.53,159.44,1560.07,477.41,1441.17,591.03,379.61,14408.39,472.26,88.05
2009-11-09,RMA,base,7,9721.8,1340.0,4447.0,5460.86,0.0,0.0,647.67,2.94,-0.1,10314.58,2258.91,1746.73,512.18,4701.18,4701.18,721.55,13629.68,568.14,1137.63,6522.14,6522.14,1471.1,1903.86,1026.94,16497.28,16018.97,16294.81,841.74,864.69,15448.91,1924.3,11010.9,26070.87,15892.65,9172.29,715.06,542.99,546.85,17580.03,397.2,572.24,510.68,505.11,14455.17,375.66,162.42,1319.19,491.57,1314.11,611.34,385.95,14504.86,489.1,86.87
2009-11-10,RMA,base,7,9561.2,1320.0,4451.0,5429.61,0.0,0.0,675.33,2.51,-0.18,10150.3,2084.93,1589.7,495.23,4424.3,4424.3,750.67,13731.15,590.63,1139.54,6119.68,6119.68,1464.38,1572.08,1031.03,16363.48,16028.22,16132.19,859.68,881.77,15547.75,1842.82,10559.46,25813.29,15816.53,9099.24,744.28,569.49,568.98,17271.05,402.28,563.92,525.76,500.35,14605.04,328.69,162.38,1141.92,507.68,1225.92,626.83,392.04,14587.85,508.04,86.15
