datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl.1,vcu.1,mtz,god,gzl,frk,bac,hol,ori,model_out_sf_tidal_filter,model_out_sf_tidal_energy
2011-10-18,SCHISM,base,6,24081.4,22796.0,4278.78,9709.52,18203.93,1.0,0.0,2.1,2.33,89.8,52.2,-394.53,927.26,927.26,660.72,571.02,549.85,686.89,492.87,806.73,18333.29,13136.32,9939.38,3655.33,732.88,7989.17,2767.44,371.18,269.77,563.69,700.58,337.0,13286.33,1173.96,12450.65,10065.87,11658.38,1438.38,171.25,1782.55,7995.84,9939.21,21697.97,388.01,492.87,549.85,12494.31,14837.21,14394.83,483.38,409.71,458.88,592.14,0.12,-2.15
2011-10-19,SCHISM,base,6,23465.05,22485.88,4169.9,9424.01,17598.02,1.0,0.0,1.94,2.29,86.8,56.7,-556.23,661.2,661.2,602.8,424.78,345.13,412.47,437.71,675.48,17701.31,12603.47,9614.63,3073.36,357.31,7488.33,2594.15,385.67,294.31,642.83,447.03,313.43,12199.39,1197.53,12254.44,9816.53,11671.95,1662.8,415.87,1850.46,7499.99,9614.98,24213.16,376.51,437.71,345.13,13324.35,14577.52,15434.28,467.76,427.11,467.76,507.4,0.06,-1.51
2011-10-20,SCHISM,base,6,22408.02,21489.73,4117.92,9151.08,16875.56,1.0,0.0,1.86,2.2,83.8,46.6,-452.69,777.04,777.04,430.72,410.77,368.62,320.29,421.39,396.1,16353.65,11198.78,8014.8,1569.67,290.44,6172.6,2025.81,292.16,301.83,695.4,329.07,250.79,11803.85,1123.91,12142.12,9803.25,11790.97,1287.33,233.71,1222.88,6182.48,8013.75,23053.09,405.88,421.39,368.62,13511.61,14261.49,15314.27,427.11,423.93,458.88,441.31,-0.1,-1.51
2011-10-21,SCHISM,base,6,21863.24,20931.43,4093.28,8900.82,16562.4,1.0,0.0,1.91,2.01,82.6,48.2,-445.11,825.49,825.49,370.75,396.1,385.03,288.94,439.2,362.22,14820.69,9390.89,5958.84,880.44,349.83,4810.32,1592.44,300.54,312.78,475.36,279.04,198.4,11819.95,1057.92,11979.61,9402.31,11923.93,1042.5,150.37,905.61,4819.48,5957.94,21898.33,418.84,439.2,385.03,13351.81,14001.25,14686.36,405.25,421.17,444.7,361.15,-0.3,-1.41
2011-10-22,SCHISM,base,6,22410.89,21174.95,4149.11,9531.67,16606.54,1.0,0.0,2.1,2.0,82.2,52.1,-369.69,931.58,931.58,351.33,396.1,390.57,292.81,439.2,326.29,14156.96,8208.07,4729.85,668.21,246.9,3901.83,1416.27,299.04,318.79,352.39,275.16,212.49,11928.16,1056.1,11842.99,8170.57,12072.81,842.71,139.92,717.57,3907.79,4728.75,22165.48,418.84,439.2,390.57,13279.29,13898.89,14048.41,411.83,413.96,438.56,349.19,-0.2,-1.17
2011-10-23,SCHISM,base,6,23364.47,21822.14,4308.25,10676.36,16628.25,1.0,0.0,2.48,2.19,82.8,158.9,-209.21,1084.76,1084.76,352.82,401.21,379.28,293.02,439.2,316.21,14326.68,7845.75,4342.12,607.18,200.57,3488.0,1383.55,248.84,309.13,309.56,275.16,193.19,12092.42,1094.79,11786.23,6812.95,12281.96,747.97,138.62,623.87,3491.38,4341.38,23020.07,409.71,439.2,379.28,13222.66,13752.39,13512.62,443.64,402.91,440.68,353.04,0.04,-0.62
2011-10-24,SCHISM,base,6,25116.49,23557.31,4515.77,10342.74,18841.53,1.0,0.0,3.13,2.33,82.6,290.4,-157.59,1106.38,1106.38,347.91,387.16,378.22,311.28,433.69,306.13,15431.15,8270.94,4664.15,684.82,183.85,3422.25,1422.84,254.46,296.25,295.82,310.64,161.03,12301.37,1172.95,11830.28,5721.33,12539.8,722.33,137.53,613.65,3427.71,4663.6,23696.89,399.72,433.69,378.22,13205.73,13528.84,13295.37,505.51,398.44,459.94,353.89,0.15,0.16
2011-10-25,SCHISM,base,6,26442.29,25201.31,4715.01,9614.6,21041.67,1.0,0.0,3.92,2.3,81.2,293.5,-207.53,1062.55,1062.55,355.6,393.34,394.61,303.55,418.84,323.29,15156.93,7970.37,4500.87,595.49,176.68,3126.18,1301.56,260.28,292.16,296.25,294.96,149.28,12511.33,1172.14,11791.65,5092.68,12665.58,706.18,221.81,563.06,3130.72,4500.13,23053.57,400.36,418.84,394.61,13158.12,13440.69,13294.7,537.26,410.13,490.55,364.78,0.07,1.05
2011-10-26,SCHISM,base,6,27522.85,26543.56,4864.5,9467.33,22393.56,1.0,0.0,4.69,2.23,80.2,166.1,-360.36,924.64,924.64,358.16,395.46,398.44,317.07,418.84,316.86,14080.24,6861.01,3532.46,458.24,191.67,2587.82,1082.64,241.06,277.31,309.99,308.92,150.37,12597.4,1105.71,11589.82,4834.13,12651.28,636.59,197.96,498.35,2589.93,3531.71,22451.13,417.57,418.84,398.44,12892.93,13205.23,12888.39,471.14,424.14,493.92,365.63,0.0,1.81
2011-10-27,SCHISM,base,6,27848.63,26872.61,5021.68,9424.7,22892.63,1.0,0.0,5.29,2.24,77.4,130.1,-422.88,852.05,852.05,368.83,398.23,398.44,322.86,429.87,336.57,13430.55,6105.61,2885.02,432.84,222.89,2173.79,949.32,254.46,275.16,311.07,316.43,167.77,12582.92,1048.39,11324.39,4062.79,12534.41,564.73,223.11,459.51,2176.7,2885.21,21971.91,418.84,429.87,398.44,12414.23,12733.56,12130.29,437.08,432.41,478.95,377.79,0.04,2.35
2011-10-28,SCHISM,base,6,27505.03,26452.76,5149.86,9492.96,22511.79,1.0,0.0,5.5,2.24,75.6,121.5,-528.64,753.14,753.14,370.54,402.27,412.26,323.5,439.2,336.14,12699.64,5358.0,2342.92,395.68,214.88,1821.83,829.56,235.88,264.81,316.43,312.57,214.01,12484.7,995.97,10967.97,3141.51,12304.58,507.4,154.72,430.51,1823.4,2342.34,21310.48,428.81,439.2,412.26,11776.23,12081.6,11277.43,420.32,425.84,464.59,380.56,-0.02,2.38
2011-10-29,SCHISM,base,6,26668.05,25291.44,5130.78,9696.11,21385.34,1.0,0.0,5.27,2.2,73.4,65.0,-652.39,649.27,649.27,372.89,412.47,410.35,321.57,452.96,335.28,11647.49,4564.73,1806.71,360.08,206.21,1512.16,723.57,241.28,259.21,328.22,316.43,204.69,12281.12,941.36,10577.59,2521.61,11967.77,451.69,147.1,393.55,1513.15,1805.92,20416.69,432.84,452.96,410.35,11019.49,11314.01,10324.26,405.25,411.19,450.84,386.74,-0.03,1.98
2011-10-30,SCHISM,base,6,25607.75,23909.89,5208.91,9807.55,20210.15,1.0,0.0,4.67,2.27,71.4,101.2,-697.76,600.03,600.03,370.75,396.53,387.38,309.56,459.51,340.63,10629.38,3975.68,1422.84,329.5,181.68,1292.74,646.37,202.95,249.28,317.07,308.06,186.24,12013.28,896.2,10204.24,2054.25,11591.86,399.51,129.47,346.84,1294.34,1422.64,19746.2,416.5,459.51,387.38,10241.86,10509.94,9452.32,390.99,401.63,438.56,377.36,0.04,1.25
2011-10-31,SCHISM,base,6,23998.34,22216.54,5343.52,9322.2,19141.86,1.0,0.0,3.88,2.28,69.2,644.0,-233.79,1058.21,1058.21,354.96,404.18,366.91,306.13,449.78,332.72,9647.61,3356.23,1075.76,283.99,168.2,1108.14,571.43,194.93,242.79,316.43,295.82,164.51,11752.33,858.51,9814.8,1690.82,11236.41,349.4,129.47,299.25,1108.75,1076.77,18601.96,406.52,449.78,366.91,9449.38,9725.29,8558.86,372.89,390.36,428.6,360.94,0.02,0.34
2011-11-01,SCHISM,base,6,22693.36,20863.9,5427.8,9982.75,17440.73,1.0,0.0,3.03,2.23,68.0,181.5,-516.18,458.3,458.3,340.42,388.23,349.83,309.35,439.2,319.43,7512.78,2380.16,1062.58,218.99,156.68,903.16,486.75,201.65,232.63,306.77,297.54,151.46,11539.91,859.53,9484.14,1569.47,11145.29,304.84,129.47,249.92,902.95,1061.98,17458.74,400.36,439.2,349.83,8838.95,9138.37,7955.62,285.49,383.54,392.27,351.54,-0.03,-0.52
2011-11-02,SCHISM,base,6,21419.78,19863.85,5463.26,11167.71,15030.78,1.0,0.0,2.34,2.2,69.4,298.0,-386.56,567.47,567.47,336.78,380.35,342.99,299.25,423.08,354.53,8112.59,2172.43,636.59,201.0,153.2,787.58,451.05,171.68,233.06,297.75,295.82,150.37,11274.54,791.7,9126.4,1369.97,10762.86,288.94,129.47,239.55,788.0,637.0,18877.01,390.99,423.08,342.99,8292.12,8493.73,7023.83,258.34,371.82,370.11,347.48,0.03,-1.15
2011-11-03,SCHISM,base,6,20101.44,18861.53,5380.46,11198.62,13583.89,1.0,0.0,1.93,2.34,69.0,248.4,-450.98,452.33,452.33,329.5,367.98,337.0,313.21,399.08,319.0,9531.69,2705.37,738.05,212.71,150.37,791.91,444.28,171.68,218.13,316.43,303.12,150.37,10759.1,777.69,8953.58,1284.12,10177.62,266.54,120.99,210.76,791.91,737.64,21051.88,370.54,399.08,337.0,7722.55,7770.79,6522.75,277.96,342.56,360.94,332.5,0.25,-1.5
2011-11-04,SCHISM,base,6,18714.84,17604.84,4999.29,10483.49,12548.04,1.0,0.0,1.73,2.39,68.4,226.3,-456.3,441.3,441.3,335.28,354.1,327.79,399.72,372.67,332.72,8760.59,2470.87,638.25,186.24,150.37,748.8,407.37,162.99,211.19,306.34,374.17,150.37,10287.19,779.13,8530.4,1091.55,9881.68,273.65,108.58,217.91,749.21,638.04,19195.17,348.97,372.67,327.79,7683.26,7416.25,6430.67,287.86,322.86,339.56,334.64,0.15,-1.56
2011-11-05,SCHISM,base,6,18336.75,17299.17,4458.41,9784.65,12063.31,1.0,0.0,1.8,2.24,68.6,97.2,-850.0,-96.27,-96.27,378.86,348.97,325.22,446.4,357.52,419.69,8237.32,2339.06,514.14,175.6,150.37,693.12,376.51,158.64,209.46,334.64,436.44,150.37,10023.72,770.89,8162.33,951.57,9669.37,264.38,108.58,217.48,693.32,514.35,18772.76,341.06,357.52,325.22,7687.31,7261.62,6374.11,287.86,313.0,328.65,366.06,0.0,-1.46
2011-11-06,SCHISM,base,6,18250.45,17208.25,4056.61,9751.97,11671.23,1.0,0.0,1.98,2.19,68.2,109.0,-774.86,-43.16,-43.16,385.89,341.7,319.43,445.55,344.7,453.17,8340.07,2366.66,478.95,166.68,148.84,660.93,358.8,153.2,202.95,392.7,440.68,149.06,9739.78,751.28,7808.46,828.33,9413.21,248.63,112.5,204.47,661.14,478.53,18311.57,334.86,344.7,319.43,7563.88,7125.52,6300.13,286.35,299.47,317.29,379.07,-0.08,-1.26
2011-11-07,SCHISM,base,6,18110.71,17088.0,3795.76,9479.69,11718.32,1.0,0.0,2.22,1.98,68.4,110.5,-597.96,165.34,165.34,389.08,337.21,317.29,479.79,334.86,475.15,8075.57,2197.64,452.11,156.9,144.71,611.78,339.35,151.67,196.01,435.81,473.46,137.53,9534.98,743.22,7474.91,725.23,9251.45,236.96,129.47,193.84,611.98,451.9,18020.19,320.5,334.86,317.29,7434.8,7062.0,6222.31,280.97,291.95,315.57,353.46,-0.32,-0.99
2011-11-08,SCHISM,base,6,18432.64,17411.4,3554.98,8828.55,12546.65,1.0,0.0,2.53,1.87,68.6,116.2,-496.22,281.77,281.77,390.36,332.72,309.35,473.88,316.43,502.14,8532.98,2217.6,436.65,152.54,150.37,579.18,326.93,150.8,187.98,440.89,466.07,129.47,9341.02,727.71,7242.32,651.57,9002.93,226.79,125.77,185.59,579.18,436.44,18533.01,314.93,316.43,309.35,7186.51,6960.06,6095.37,273.44,290.23,311.92,355.6,-0.37,-0.68
2011-11-09,SCHISM,base,6,18801.33,17790.41,3253.04,8827.37,12646.64,1.0,0.0,2.86,1.89,70.4,104.1,-476.27,303.51,303.51,392.7,336.35,301.62,537.47,316.43,514.77,8864.14,2286.7,431.14,152.54,150.37,552.37,313.0,152.98,186.02,458.03,517.29,129.69,9102.28,703.48,7030.05,596.74,8737.08,217.26,129.47,181.25,552.58,431.14,19215.33,303.77,316.43,301.62,6939.08,6808.5,6031.19,264.6,280.11,302.26,354.32,-0.3,-0.35
2011-11-10,SCHISM,base,6,19132.81,18128.72,2845.32,8721.1,13098.09,1.0,0.0,3.24,2.05,74.0,104.4,-54.53,861.4,861.4,390.78,324.79,299.25,541.46,302.48,552.37,10555.61,2973.98,608.85,159.72,150.37,577.71,315.36,157.55,178.86,459.51,540.41,146.02,8719.13,653.65,6892.67,561.8,8228.92,208.38,126.86,177.33,578.34,610.32,20962.61,298.82,302.48,299.25,6709.44,6657.01,6298.34,260.93,272.14,297.75,343.42,-0.05,0.06
2011-11-11,SCHISM,base,6,19150.64,18249.89,2503.46,8252.43,13174.77,1.0,0.0,3.48,2.35,74.8,35.4,-191.49,678.61,678.61,377.58,329.07,297.32,556.77,295.82,548.59,12448.84,4182.73,1120.27,182.98,150.37,694.98,324.79,160.59,173.2,464.8,541.67,145.36,8271.47,595.7,6797.28,539.15,7743.86,206.64,119.25,180.59,697.47,1120.27,23221.93,296.25,295.82,297.32,6989.55,6857.27,7240.9,259.85,269.13,294.1,346.2,0.3,0.21
2011-11-12,SCHISM,base,6,19242.62,18104.89,2427.95,8252.04,13276.48,1.0,0.0,3.54,2.45,74.4,48.7,-93.35,804.9,804.9,375.44,329.72,296.68,560.54,295.82,563.69,12611.58,4451.5,1255.43,191.45,150.37,765.73,317.07,159.29,171.25,479.58,560.54,149.5,7983.9,583.15,6569.73,624.5,7661.05,215.09,129.47,191.45,767.79,1254.83,22522.12,288.72,295.82,296.68,7608.69,7518.7,8334.47,252.95,261.15,287.64,351.11,0.25,0.27
2011-11-13,SCHISM,base,6,19361.89,18186.21,2374.55,8617.22,13002.48,1.0,0.0,3.53,2.35,73.4,56.7,-60.03,856.84,856.84,388.23,333.36,292.59,556.35,288.07,578.13,12287.28,4294.46,1173.55,194.27,150.37,770.89,305.48,155.37,171.25,496.87,560.54,147.54,7893.94,571.23,6339.73,965.23,7662.99,212.49,115.11,191.24,772.33,1173.76,21534.02,282.05,288.07,292.59,7887.08,7940.69,8585.56,242.36,254.67,278.39,350.9,0.12,0.17
2011-11-14,SCHISM,base,6,19772.75,18595.26,2213.35,8799.74,13051.36,1.0,0.0,3.28,2.25,71.8,71.0,-64.01,828.89,828.89,382.69,326.72,285.71,560.54,275.16,580.43,11563.96,3949.65,1025.25,185.81,147.97,736.6,295.6,151.89,171.25,513.72,560.54,137.31,7822.71,562.01,6063.2,1174.56,7638.14,202.3,122.73,179.94,738.05,1024.64,20360.14,278.17,275.16,285.71,7889.89,8051.14,8418.94,235.44,249.06,270.2,345.98,-0.03,-0.19
2011-11-15,SCHISM,base,6,20010.4,18854.11,2057.06,8779.03,13177.72,1.0,0.0,2.97,2.11,70.8,48.7,-62.01,844.62,844.62,373.74,311.92,279.47,577.71,275.16,581.06,10307.38,3388.22,785.94,171.25,136.0,671.95,278.6,148.19,171.25,521.71,560.54,141.23,7753.89,559.29,5732.89,1164.68,7570.06,195.79,129.47,173.86,672.36,786.14,19453.18,274.51,275.16,279.47,7717.61,7959.13,7987.76,226.36,242.15,265.89,344.7,-0.2,-0.52
2011-11-16,SCHISM,base,6,20017.87,18929.05,1911.97,7270.47,14599.26,1.0,0.0,2.61,1.99,70.4,82.8,22.68,971.76,971.76,351.75,277.53,279.04,584.83,262.44,599.25,9786.21,3032.23,649.7,162.99,150.37,626.17,271.5,145.15,167.55,531.59,577.92,129.47,7620.51,545.86,5458.18,1061.77,7439.22,188.85,129.47,169.94,626.38,649.7,18984.58,269.77,262.44,279.04,7416.25,7756.18,7465.02,222.24,238.9,258.56,286.35,-0.29,-0.87
2011-11-17,SCHISM,base,6,19800.32,18827.17,1797.77,6176.42,15353.0,1.0,0.0,2.23,1.96,70.2,122.3,53.62,984.59,984.59,373.31,320.29,276.24,600.71,254.46,604.26,9843.58,2890.35,607.39,162.33,150.37,593.61,262.66,145.15,162.99,540.41,582.32,132.09,7434.8,530.54,5275.68,925.23,7288.0,179.72,121.64,166.47,594.03,607.6,19356.37,259.64,254.46,276.24,7080.1,7480.38,6982.27,219.43,233.71,249.28,364.78,-0.23,-1.27
2011-11-18,SCHISM,base,6,19425.69,18566.59,1709.54,5935.71,15047.56,1.0,0.01,1.99,2.09,69.0,211.3,59.33,929.34,929.34,375.02,296.46,275.81,600.71,254.46,603.43,9522.22,2922.3,563.69,161.68,150.37,590.05,252.08,144.71,159.94,540.41,599.88,145.8,7235.06,516.87,5123.49,810.03,7137.23,183.64,115.76,163.2,590.26,564.1,20107.11,257.7,254.46,275.81,6895.7,7229.39,6739.57,217.91,233.71,241.93,352.18,-0.1,-1.47
2011-11-19,SCHISM,base,6,18955.81,18174.9,1641.27,5520.32,14879.71,1.0,1.0,1.9,2.24,69.6,135.5,-61.56,760.7,760.7,397.38,313.85,279.25,600.71,254.46,606.35,8943.84,2549.84,548.17,158.42,144.93,534.32,241.28,139.49,159.72,548.38,600.71,144.27,7100.33,517.08,5267.32,866.91,7044.78,189.5,118.16,168.2,534.32,547.75,19648.58,256.83,254.46,279.25,6821.14,7027.74,6685.02,212.93,231.77,236.52,383.12,0.16,-1.49
2011-11-20,SCHISM,base,6,18715.0,17912.76,1626.84,5856.19,14223.25,1.0,1.0,2.12,2.51,69.6,86.7,-175.71,625.46,625.46,387.38,284.2,284.85,600.71,249.28,604.89,9616.71,2744.15,609.9,152.76,136.44,540.83,236.96,135.79,154.94,551.32,600.71,131.0,6923.97,500.67,5379.25,899.48,6902.28,184.5,108.58,167.77,541.04,609.06,20813.86,254.67,249.28,284.85,6930.37,6929.48,7057.03,208.81,225.71,225.92,350.9,0.32,-1.04
2011-11-21,SCHISM,base,6,18325.44,17558.24,1689.01,5871.47,14047.72,1.0,1.0,2.77,2.22,70.4,93.5,-1.76,822.01,822.01,392.7,295.6,280.33,600.71,233.71,604.68,9548.02,2693.7,599.46,152.11,134.26,492.66,228.3,135.57,150.37,553.42,600.71,129.47,6889.47,500.24,5358.55,935.24,6976.94,180.81,113.81,167.33,492.87,599.67,19918.31,254.46,233.71,280.33,6974.45,7036.26,7187.4,200.35,218.13,222.46,357.74,-0.12,-0.24
2011-11-22,SCHISM,base,6,18050.02,17189.93,1789.77,5645.2,14243.63,1.0,1.0,3.6,2.07,73.8,82.0,131.03,976.54,976.54,376.94,287.0,294.96,587.55,233.71,610.52,10191.24,2948.91,698.51,154.5,134.26,493.5,224.19,134.26,150.37,558.24,600.29,129.47,6920.95,479.16,5524.87,1011.23,6999.68,177.12,126.21,164.73,493.5,697.89,19980.46,254.46,233.71,294.96,7076.02,7184.03,7338.26,197.1,215.31,219.43,343.63,-0.08,0.68
